Āfrika	Africa
Glikolaldehīds	Glycolaldehyde
Cofidis	Cofidis (cycling team)
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, C-2 1000 metri	Canoeing at the 2008 Summer Olympics – Men's C-2 1000 metres
Etnoģenēze	Ethnogenesis
Kamau lidosta	Cà Mau Airport
Inhalanti	Intoxicative inhalant
Centrālā un Austrumeiropa	Central and Eastern Europe
Kordova	Córdoba
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, K-2 500 metri	Canoeing at the 2008 Summer Olympics – Women's K-2 500 metres
Parastā bisīte	Gyromitra esculenta
RIM-161 Standard missile 3	RIM-161 Standard Missile 3
DOS (nozīmju atdalīšana)	DOS (disambiguation)
Citronliāna	Schisandra chinensis
Krastu čurkstes	Riparia
Modri Kameņa	Modrý Kameň
Mount&Blade	Mount & Blade
Vāsas muzejs	Vasa Museum
Īrijas pilsētu uzskaitījums	List of cities, boroughs and towns in the Republic of Ireland
Dangerous (Cascada dziesma)	Dangerous (Cascada song)
Margarīnskābe	Heptadecanoic acid
Ķīķu apakšdzimta	Perninae
Kapibaras	Hydrochoerus
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, K-4 500 metri	Canoeing at the 2008 Summer Olympics – Women's K-4 500 metres
1974. gada NHL drafts	1974 NHL Amateur Draft
1975. gada NHL drafts	1975 NHL Amateur Draft
The Fragile	The Fragile (Nine Inch Nails album)
Ontārio hokeja līga	Ontario Hockey League
Dzelzceļa līnija Torņakalns—Tukums II	Torņakalns – Tukums II Railway
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, C-1 1000 metri	Canoeing at the 2008 Summer Olympics – Men's C-1 1000 metres
Pireneju ģemze	Pyrenean chamois
Reakcijas ar elektrona pārnesi	Electron transfer
Mazo pandu dzimta	Ailuridae
Breidens Šenns	Brayden Schenn
Dīns Buzanis	Dean Bouzanis
Acetilēndinitrils	Dicyanoacetylene
Kvadrātskābe	Squaric acid
Metoksetamīns	Methoxetamine
Itakonskābe	Itaconic acid
Levulīnskābe	Levulinic acid
Orion (uzņēmums)	Orion Corporation
Oksihidrohinons	Hydroxyquinol
69. Kinoakadēmijas balva	69th Academy Awards
Empatogēni	Empathogen-entactogen
Triazols	Triazole
Propargilspirts	Propargyl alcohol
Cerotīnskābe	Cerotic acid
Angelikskābe	Angelic acid
Metoksietanols	2-Methoxyethanol
Plesīts	Plessite
Pasaules koru olimpiāde	World Choir Games
68. Kinoakadēmijas balva	68th Academy Awards
Ziemeļu baltkrūtainais ezis	Northern white-breasted hedgehog
Saskaņas Centrs	Harmony Centre
Mongolijas premjerministrs	Prime Minister of Mongolia
Rammstein diskogrāfija	Rammstein discography
Metilglioksāls	Methylglyoxal
Zaļais lukturis (filma)	Green Lantern (film)
Radehiva	Radekhiv
Zilās žagatas	Urocissa
Special Purpose Dexterous Manipulator	Dextre
Trenbolons	Trenbolone
Diabēts	Diabetes (disambiguation)
Sekundārā emisija	Secondary emission
Dislāpekļa oksīds	Nitrous oxide
Kemira	Kemira
Brisbena (upe)	Brisbane River
BNC savienotājs	BNC connector
Distonija	Dystonia
Tramvaju satiksme Ščecinā	Trams in Szczecin
Diksilends	Dixieland
Breitners	Breitner
Piedņepras augstiene	Dnieper Upland
Obas ugru valodas	Ob-Ugric languages
Sendijas Hukas pamatskolas apšaude	Sandy Hook Elementary School shooting
Piedņestras Moldāvu Republika	Transnistria
Nīderlandes vēstures kanons	Canon of Dutch History
Epiglotāls līdzskanis	Epiglottal consonant
Euler (programmēšanas valoda)	Euler (programming language)
Lielo līdzenumu indiāņi	Plains Indians
TU4	TU4 diesel locomotive
Don't Speak	Don't Speak
Kong Christian stod ved højen Mast	Kong Christian stod ved højen mast
Okinotori	Okinotorishima
Anrī Brakono	Henri Braconnot
Donāts Baņonis	Donatas Banionis
.example	.example
Priekule	Priekule, Latvia
Greiema sala	Graham Island
Lusonas šaurums	Luzon Strait
Brendans Morisons	Brendan Morrison
Donna Sammere	Donna Summer
Japānas standarta laiks	Japan Standard Time
Lielbritānijas basketbola izlase	Great Britain men's national basketball team
Izraēlas basketbola izlase	Israel national basketball team
Krāsno pie Kisucas	Krásno nad Kysucou
Kūpera tests	Cooper test
Tornaļa	Tornaľa
Novāki	Nováky
Rajeca	Rajec
Laide	Stock (firearms)
Lavašs	Lavash
Nitrēšana	Nitration
2009. gada F2 sezona	2009 FIA Formula Two Championship season
Tour of Beijing	Tour of Beijing
Ūdenspolo 2008. gada Vasaras Olimpiskajās spēlēs — Vīriešu turnīrs	Water polo at the 2008 Summer Olympics – Men's tournament
Stende	Stende
Mars-6	Mars 6
1988. gada NHL drafts	1988 NHL Entry Draft
2010. gada Pasaules čempionāts šosejas riteņbraukšanā	2010 UCI Road World Championships
Malaizijas zebiekste	Malayan weasel
Johannes Kepler ATV	Johannes Kepler ATV
Vistleras bobsleja, kamaniņu un skeletona trase	Whistler Sliding Centre
Meža sīksamtenis	Coenonympha hero
Movable Type	Movable Type
2008. gada Āzijas GP2 sezona	2008 GP2 Asia Series season
Dreamfall: The Longest Journey	Dreamfall: The Longest Journey
Brents Sībruks	Brent Seabrook
Brents Sopels	Brent Sopel
Made in Germany 1995—2011	Made in Germany 1995–2011
Rosenrot (singls)	Rosenrot (song)
Dehidrohlormetiltestosterons	4-Chlorodehydromethyltestosterone
2008. gada GP2 sezona	2008 GP2 Series season
Zvēri nāk	Furry Vengeance
TI-Raleigh	TI-Raleigh
Keine Lust	Keine Lust
Bresta	Brest
FIBA Eiropas izaicinājuma kauss	EuroChallenge
Kašiasas du Sulas "Juventude"	Esporte Clube Juventude
Viskoelastība	Viscoelasticity
Ebolova	Ebolowa
Bjalas apriņķis	Biała Podlaska County
63. Kinoakadēmijas balva	63rd Academy Awards
62. Kinoakadēmijas balva	62nd Academy Awards
Bilgorajas apriņķis	Biłgoraj County
The Slip	The Slip (album)
Mauntstjuarts Elfinstons	Mountstuart Elphinstone
Bioloģiskie pigmenti	Biological pigment
Dinova	Dynów
Viškova (Polija)	Wyszków
Tomašova Lubelska	Tomaszów Lubelski
Moņki	Mońki
Ducis ir lētāk 2	Cheaper by the Dozen 2
Eiropas autoceļš E65	European route E65
Montānskābe	Montanic acid
Helmas apriņķis	Chełm County
Eikozānkarbonskābe	Heneicosylic acid
Lossantosa	Los Santos Province
Padomju Sociālistisko Republiku karogi	Flags of the Soviet Republics
Sunža	Sunzha River
Ekvadoras sukre	Ecuadorian sucre
Sanktpēterburgas SKA	SKA Saint Petersburg
Jaunā mošeja	New Mosque (Istanbul)
2015. gada FIFA Pasaules kauss sievietēm	2015 FIFA Women's World Cup
C. Lorenz	C. Lorenz AG
Braiens Kempbels	Brian Campbell
Javas seskāpsis	Javan ferret-badger
Ģemzes	Rupicapra
Braiens Dīgans	Brian Deegan (rider)
Braiens Eliots	Brian Elliott
Motofrīstails	Freestyle Motocross
Braiens Džonta	Brian Gionta
Belgradas "Partizan" (basketbols)	KK Partizan
Graždanskaja oborona	Grazhdanskaya Oborona
Rūpnieciskā lopkopība	Intensive animal farming
Veliki Mosti	Velyki Mosty
Lubartovas apriņķis	Lubartów County
Ļubļinas apriņķis	Lublin County
The Raconteurs	The Raconteurs
Let There Be More Light	Let There Be More Light
Rokasbumba 2008. gada Vasaras Olimpiskajās spēlēs — Vīriešu turnīrs	Handball at the 2008 Summer Olympics – Men's tournament
Opoles apriņķis (Ļubļina)	Opole Lubelskie County
Parčevas apriņķis	Parczew County
Raundas salas gekons	Round Island day gecko
DHK Latgale	DHK Latgale
1970. gada Eiropas čempionāts basketbolā sievietēm	EuroBasket 1970 Women
1964. gada Eiropas čempionāts basketbolā sievietēm	EuroBasket 1964 Women
Dmitrijs Bikovs	Dmitri Bykov (ice hockey)
Vadims Šipačovs	Vadim Shipachyov
Dienvidlidvāvere	Southern flying squirrel
Pulavu apriņķis	Puławy County
2008. gads sportā	2008 in sports
Elektra Natčjosa	Elektra (comics)
Nokia 3210	Nokia 3210
Likteņa ironija jeb Vieglu garu!	The Irony of Fate
1960. gada Eiropas čempionāts basketbolā sievietēm	EuroBasket 1960 Women
1962. gada Eiropas čempionāts basketbolā sievietēm	EuroBasket 1962 Women
Radziņas apriņķis	Radzyń Podlaski County
Mild Seven	Mevius
Sociāldemokrātiskā partija (Igaunija)	Social Democratic Party (Estonia)
Merry Christmas	Merry Christmas (Mariah Carey album)
Riku apriņķis	Ryki County
Mikrotīkls	MikroTik
Wet Dream	Wet Dream (album)
Tomašovas apriņķis (Ļubļina)	Tomaszów Lubelski County
Korača kauss	FIBA Korać Cup
Zviedrijas hokeja izlase	Sweden men's national ice hockey team
ASV hokeja izlase	United States men's national ice hockey team
The Distillers	The Distillers
Bridžmena sala	Bridgeman Island (South Shetland Islands)
Bridžportas "Sound Tigers"	Bridgeport Sound Tigers
Skrewdriver	Skrewdriver
Sarusa metode	Rule of Sarrus
Triju Zvaigžņu ordenis	Order of the Three Stars
Sēlija	Selonia
Skole	Skole
Brabantse Pijl	Brabantse Pijl
Ford C-MAX	Ford C-Max
Rusi	Rus' people
Zamoscas apriņķis	Zamość County
Jūrascūciņu apakšdzimta	Caviinae
Roberts Langs	Robert Lang (ice hockey)
Lukovas apriņķis	Łuków County
Pozitīvās tiesības	Positive law
Lenčnas apriņķis	Łęczna County
Palīdzība:Saturs	Help:Contents
Restaurācija	Historic preservation
Vikipēdija:Pamācība	Wikipedia:Tutorial
Lūna algoritms	Luhn algorithm
Svidņikas apriņķis	Świdnik County
ULEB	ULEB
Bžešče	Brzeszcze
Kandža	Moonshine
Marlboro vīrs	Marlboro Man
Rivjēra	Riviera
Still Not Getting Any...	Still Not Getting Any...
Sniegbaltīte (Jaungada tēls)	Snegurochka
Brisingamena	Brísingamen
Labākā animācijas īsfilma (Amerikas Kinoakadēmijas balva)	Academy Award for Best Animated Short Film
ISO 639-1 kodu saraksts	List of ISO 639-1 codes
Zond-2	Zond 2
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, K-4 1000 metri	Canoeing at the 2008 Summer Olympics – Men's K-4 1000 metres
MyISAM	MyISAM
Bristola sala	Bristol Island
Tarhans	Tarkhan
Nacionālā inovācijas sistēma	National innovation system
Rase (bioloģija)	Race (biology)
Opel Manta	Opel Manta
Volkswagen Fox	Volkswagen Fox
Volkswagen Caddy	Volkswagen Caddy
Marsiešu hronikas	The Martian Chronicles
NBA sezonas labākais treneris	NBA Coach of the Year Award
Visums rieksta čaumalā	The Universe in a Nutshell
Pac's Life	Pac's Life
F1 2010	F1 2010 (video game)
Volejbols 2012. gada Vasaras Olimpiskajās spēlēs — Vīrieši, pludmales volejbols	Beach volleyball at the 2012 Summer Olympics – Men's tournament
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, C-1 500 metri	Canoeing at the 2008 Summer Olympics – Men's C-1 500 metres
Goliat	Goliat
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, C-2 500 metri	Canoeing at the 2008 Summer Olympics – Men's C-2 500 metres
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, K-2 1000 metri	Canoeing at the 2008 Summer Olympics – Men's K-2 1000 metres
Skeletons 2010. gada Ziemas Olimpiskajās spēlēs — Vīrieši	Skeleton at the 2010 Winter Olympics – Men's
Zaļais sīlis	Inca jay
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, K-1 500 metri	Canoeing at the 2008 Summer Olympics – Men's K-1 500 metres
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, K-1 1000 metri	Canoeing at the 2008 Summer Olympics – Men's K-1 1000 metres
Ziemeļu olings	Northern olingo
Eiropas autoceļš E77	European route E77
Ostravas-pilsētas apriņķis	Ostrava-City District
Lielbritānijas hokeja izlase	Great Britain men's national ice hockey team
Derga ezers	Lough Derg (Shannon)
Vjedmas ezers	Viedma Lake
Britu Antarktiskais dienests	British Antarctic Survey
Britu Austrālijas un Jaunzēlandes Antarktiskā izpētes ekspedīcija	British Australian and New Zealand Antarctic Research Expedition
Gunajala	Guna Yala
Grammy balva par labāko metāla izpildījumu	Grammy Award for Best Metal Performance
Lielbritānijas čempionāts nacionālajām izlasēm	British Home Championship
Ferrari 125 S	Ferrari 125 S
Būtijas līcis	Gulf of Boothia
Hobits: Piecu armiju kauja	The Hobbit: The Battle of the Five Armies
Prestižs (valodniecība)	Prestige (sociolinguistics)
Lodes pirmātrums	Muzzle velocity
British Thomson-Houston	British Thomson-Houston
Skotijs Boumens	Scotty Bowman
Vadims Logins	Vadims Logins
Horohivas rajons	Horokhiv Raion
Izlaiduma cepure	Square academic cap
Lāzne Bohdaneča	Lázně Bohdaneč
Pols Kofijs	Paul Coffey
Hiolīti	Hyolitha
Žirokompass	Gyrocompass
Svītrainie seski	Ictonyx
Eiropas autoceļš E06	European route E06
Karloss Betankurs	Carlos Betancur
West (zīmols)	West (cigarette)
Palavanas smirdīgais āpsis	Palawan stink badger
Rubižne	Rubizhne
Gazotrons	Gas-discharge lamp
Nasers Buannī	Nacer Bouhanni
Viļņas pilsētas pašvaldība	Vilnius city municipality
Sanmartina	San Martín Base
Lentvare	Lentvaris
Puds	Pood
Fransisko Varela	Francisco Varela
Broks Troters	Brock Trotter
Minasžeraisas pāvesta katoļu universitāte	Pontifícia Universidade Católica de Minas Gerais
Lazdiji	Lazdijai
Lāslo Polgārs	László Polgár
Latviešu literatūra	Latvian literature
Johaness Lecmanis	Johannes Letzmann
Garvolinas apriņķis	Garwolin County
Olava	Oława
Cehanovas apriņķis	Ciechanów County
Grodziska Mazovecka	Grodzisk Mazowiecki
Horošča	Choroszcz
Hrubešova	Hrubieszów
Māris Čaklais	Māris Čaklais
Kšanovice	Krzanowice
Tureka	Turek, Poland
Ūdenspolo 2008. gada Vasaras Olimpiskajās spēlēs — Sieviešu turnīrs	Water polo at the 2008 Summer Olympics – Women's tournament
Diena (laikraksts)	Diena
Lari	Lari (disambiguation)
1982. gada NHL drafts	1982 NHL Entry Draft
Radlina	Radlin, Silesian Voivodeship
NEE-01 Pegaso	NEE-01 Pegaso
Mančestras "Monarchs"	Manchester Monarchs
Burbuļvannas laika mašīna	Hot Tub Time Machine
1909. gada Giro d'Italia	1909 Giro d'Italia
Kaņiva	Kaniv
Broka (pilsēta)	Brok
LAC	LAC
1997.—1998. gada NBA sezona	1997–98 NBA season
9. Saeimas vēlēšanas	Latvian parliamentary election, 2006
Mežirbes	Tetrastes
2009. gada UCI pasaules rangs	2009 UCI World Ranking
Kavai Leonards	Kawhi Leonard
Tracktor Bowling	Tracktor Bowling
Gulistānas miera līgums	Treaty of Gulistan
Zvoleņas apriņķis	Zwoleń County
PostSecret	PostSecret
Eiropas autoceļš E85	European route E85
Kalnu klasifikācija Tour de France	Mountains classification in the Tour de France
Kill the DJ	Kill the DJ
Kērtiss Senfords	Curtis Sanford
Rietumvaršavas apriņķis	Warsaw West County
Ķīšu ģints	Gymnocephalus
Oļegs Skripočka	Oleg Skripochka
Juhims Zvjahiļskis	Yukhym Zvyahilsky
Īzaks Aklais	Isaac the Blind
Jods-131	Iodine-131
Teds Nolans	Ted Nolan
Jakopo de' Barbari	Jacopo de' Barbari
Senspārņi	Palaeoptera
Viktors Fasts	Viktor Fasth
Viestards	Viestards
Soraija	Sorraia
2008.—2009. gada Āzijas GP2 sezona	2008–09 GP2 Asia Series season
Rojs Evanss	Roy Evans
Petri Kontiola	Petri Kontiola
Džims Brauns	Jim Brown
Deriks Viljamss	Derrick Williams (basketball)
Tēmu Lasila	Teemu Lassila
Tomāšs Vokouns	Tomáš Vokoun
Rons Frensiss	Ron Francis
Nikolajs Kamaņins	Nikolai Kamanin
Vitolds Fokins	Vitold Fokin
Luisa un Klarks	Lois & Clark: The New Adventures of Superman
Jānis Balodis	Jānis Balodis
Gērijs Fišers	Gary Fisher
Aleksandrs Samokutjajevs	Aleksandr Samokutyayev
Sardīnijas gundega	Ranunculus sardous
Dags Vīts	Doug Weight
Veslijs Džonsons	Wesley Johnson (basketball)
Kenets Farīds	Kenneth Faried
Jaroslavs Obšuts	Jaroslav Obšut
Eds Belfūrs	Ed Belfour
Podolijas augstiene	Podolian Upland
Jevgeņijs Kuzņecovs	Evgeny Kuznetsov
Memoriālais kauss	Memorial Cup
Para (nauda)	Para (currency)
Mazās zvīņastlidvāveres	Flying mouse
Bronzas kareivis	Bronze Soldier of Tallinn
Demidovs	Demidov (disambiguation)
Princeses Martas krasts	Princess Martha Coast
Starless and Bible Black	Starless and Bible Black
Serpca	Sierpc
Vinica	Vinica, Macedonia
Maķedonijas basketbola izlase	Macedonia national basketball team
Inbox.lv ledus halle	Inbox.lv ledus halle
Red (King Crimson albums)	Red (King Crimson album)
Štrunca minerālu klasifikācijas sistēma	Nickel–Strunz classification
Deniss Grebeškovs	Denis Grebeshkov
Anna Kočņeva	Anna Kotchneva
Igaunijas Centra partija	Estonian Centre Party
Leo Komarovs	Leo Komarov
Gīlāna	Gilan Province
Tamales stadions	Tamale Stadium
Klaipēdas "Neptūnas"	BC Neptūnas
1970.—1971. gada NBA sezona	1970–71 NBA season
Jakubs Petružāleks	Jakub Petružálek
Moralitē	Morality play
Jevgeņijs Artjuhins	Evgeny Artyukhin
Glodeņveidīgie	Anguimorpha
Itālijas basketbola līgas A sērija	Lega Basket Serie A
Bailes un iekāre	Fear and Desire
Ēriks Kārlsons	Erik Karlsson
Patriks Berglunds	Patrik Berglund
Vladimīrs Mihāliks	Vladimír Mihálik
Jans Buliss	Jan Bulis
Antonija Mišura	Antonija Mišura
Krievijas automašīnu numura zīmes	Vehicle registration plates of Russia
Brūkss Orpiks	Brooks Orpik
Retās slimības	Rare disease
Volomina	Wołomin
Latvijas zirgs	Latvian horse
C3H8O2	C3H8O2
Nokia E90 Communicator	Nokia E90 Communicator
Horodoka (Ļvovas apgabals)	Horodok, Lviv Oblast
Maiks Smits	Mike Smith (ice hockey, born 1982)
Lubačova	Lubaczów
Jeļena Ļevčanka	Yelena Leuchanka
Atkritumu šķirošana	Waste sorting
Belskas apriņķis	Bielsk County
Half Japanese	Half Japanese
Lubņevice	Lubniewice
Hūberts Opermans	Hubert Opperman
Altāra Mī c	Mu Arae c
With Teeth	With Teeth
Tenizs	Lake Tengiz
2008. gada Dakaras rallijs	2008 Dakar Rally
Luitpolda krasts	Luitpold Coast
Hulusi Salihs pašā	Salih Hulusi Pasha
Envers Ļisins	Enver Lisin
Kamčatkas brūnais lācis	Kamchatka brown bear
Mongoļu impērijas kaganu uzskaitījums	List of Mongol rulers
Irānas volejbola izlase	Iran men's national volleyball team
Gīngērenas rajons	Güngören
Dubno	Dubno
Emmentāles siers	Emmental cheese
Turka	Turka, Ukraine
Skatval	Skatval
Sesija (datorikā)	Session (computer science)
Ludzas novads	Ludza Municipality
Martins Štrbāks	Martin Štrbák
Kadikējas rajons	Kadıköy
Jāns Laco	Ján Laco
Viesuļvētra Aivens	Hurricane Ivan
Turcijas politiskās partijas	List of political parties in Turkey
Smalininki	Smalininkai
Magnuss Pējervi-Svensons	Magnus Pääjärvi
Deniss Kačanovs	Deniss Kačanovs
Augustavas guberņa	Augustów Governorate
Vitālijs Atjušovs	Vitaly Atyushov
Vudstoka 1994	Woodstock '94
J.A.R.	J.A.R.
Kalnciems	Kalnciems
Auklas keramikas kultūra	Corded Ware culture
Arukila (stacija)	Aruküla railway station
Zeļvas rajons	Zel’va District
Amerikas cūkšņukura skunkss	American hog-nosed skunk
2010.—2011. gada Spānijas basketbola līgas sezona	2010–11 ACB season
S/2010 J 2	S/2010 J 2
Vinipegosiss	Lake Winnipegosis
Latvijas autoceļi	List of National Roads in Latvia
Datubāzes atslēga	Unique key
Tšcjanka	Trzcianka
Motorola Mobility	Motorola Mobility
Eļgigitgins	Elgygytgyn Lake
HK Ogre	ASK/Ogre
Islāma arābu valodas terminu rādītājs	Glossary of Islam
Explorer 8	Explorer 8
Neodadaisms	Neo-Dada
Lauka hokejs 2008. gada Vasaras Olimpiskajās spēlēs — Sieviešu turnīrs	Field hockey at the 2008 Summer Olympics – Women's tournament
Pols Demāns	Paul Deman
Serpcas apriņķis	Sierpc County
Šidlovecas apriņķis	Szydłowiec County
Bālā mušmire	Amanita citrina
Valča	Wałcz
SK Blāzma	SK Blāzma
Kriņica Morska	Krynica Morska
Koscežina	Kościerzyna
Sirkedži, Eminēnī	Sirkeci
Kullervo Manners	Kullervo Manner
Dikijs Betss	Dickey Betts
Nine Inch Nails diskogrāfija	Nine Inch Nails discography
HTTP referer	HTTP referer
2004.—2005. gada NHL lokauts	2004–05 NHL lockout
Procesuālās tiesības	Procedural law
Bagijs	Dune buggy
Peldēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, 100 metri, brīvais stils	Swimming at the 2008 Summer Olympics – Men's 100 metre freestyle
