Aphrika	Africa
Arankay distritu	Arancay District
Arani qucha	Araré Lake
Arbieto kantun	Arbieto Canton
Archidona (Ikwadur)	Archidona, Ecuador
Arinal distritu	Arenal District, Paita
Arinillas kawsaykuska amachasqa allpa	Arenillas Ecological Reserve
Mayniki	Pongo de Mainique
Anti Walla (Piruw)	Cordillera Oriental (Peru)
Arturo Jiménez	Arturo Jiménez Borja
Pancho Fierro	Pancho Fierro
Ascensión distritu	Ascensión District
Asqupi distritu	Ascope District
Ashaninka ayllu llaqta risirwa	Asháninka Communal Reserve
Champira	Astrocaryum chambira
Atawra distritu	Ataura District
Atucha kantun	Atocha Canton
Awrawa distritu	Aurahua District
Zoila Cáceres	Aurora Cáceres
Usa qachu	Avena barbata
Awajún distritu	Awajun District
Ayawi distritu	Ayaví District
Aymara-Lupaka risirwa suyu	Aymara Lupaca Reserved Zone
T'ula	Baccharis dracunculifolia
Hatun ch'illka	Baccharis salicifolia
Baeza (Ikwadur)	Baeza, Ecuador
Instituto Federal da Bahia	Bahia Federal Institute of Education, Science and Technology
Plantilla:Softredirect	Template:Soft redirect
Plantilla:Champay	Template:Db
Bajo Biavo distritu	Bajo Biavo District
Balao	Balao
Balsa Puerto distritu	Balsa Puerto District
Balsas (Ikwadur)	Balsas, Ecuador
Balzar	Balzar
Pampamarka distritu (Bolívar)	Bambamarca District, Bolívar
Pampamarka distritu (Kashamarka)	Bambamarca District, Hualgayoc
Juan Pablo Vizcardo y Guzmán	Juan Pablo Vizcardo y Guzmán
Barranca distritu (Datem del Marañón)	Barranca District, Datem del Marañón
Barranquita distritu	Barranquita District
Pallanchikpa basilikan (Qupaqhawanapi)	Basilica of Our Lady of Copacabana
Wiksachaki	Gastropoda
Baños kitilli (Asway)	Baños, Azuay
Urqu k'illusira	Begonia boliviensis
Sumaq qhaway distritu	Bellavista District, Bellavista
Bellavista distritu (Sullana)	Bellavista District, Sullana
Bellavista distritu (Jaén)	Bellavista District, Jaén
Bellavista de la Unión distritu	Bellavista de la Unión District
Belén distritu (Luritu)	Belén District, Maynas
Iñakitu kitilli	Benalcázar
Beni kawsay pacha risirwa	Beni Biological Station Biosphere Reserve
Benjamín Boza	Benjamín Boza
Bernabé Aráoz	Bernabé Aráoz
Bernal distritu	Bernal District
Beto Cuevas	Beto Cuevas
Kunturiri (Uru Uru)	Mount Kunturiri (Sajama)
Llulla	Lie
Katiguriya:Hinitika	Category:Genetics
Borja (Luritu)	Borja, Peru
Ruiz & Pavón	Botanical Expedition to the Viceroyalty of Peru
Pukachaqlla	Brachyotum ledifolium
Katiguriya:Simi	Category:Languages
Yachay wayllukuq	Philosopher
Katiguriya:Wikipidiya	Category:Wikipedia
Llat'an sisa krus k'aspi	Browneopsis
Wikipedia:General disclaimer	Wikipedia:General disclaimer
Bucay	Bucay, Ecuador
Urqu kiswar	Buddleja americana
China kiswar	Buddleja globosa
Ch'iñi kiswar	Buddleja montana
Iru Phutunqu (Daniel Campos-Chili)	Iru Phutunqu (Chile-Daniel Campos)
San Jacinto de Buena Fe	Buena Fé
Buenos Aires distritu	Buenos Aires District, Picota
Awqaq	Soldier
Katiguriya:Llaqta (Chiksuyu)	Category:Cities and towns in the Czech Republic
Katiguriya:Llaqta (Iwrupa)	Category:Cities in Europe
Katiguriya:Llaqta (Mama llaqta)	Category:Cities by country
Buldibuyo distritu	Buldibuyo District
CR Vasco da Gama	CR Vasco da Gama
Qaqatachi distritu	Cacatachi District
Kachachi distritu	Cachachi District
Cachicadán distritu	Cachicadán District
Qhachwa	Cachua
Qawaq distritu	Cahuac District
Kawapanas distritu	Cahuapanas District
Qaqa distritu	Caja District
Kashapampa (Chimpurasu)	Cajabamba, Ecuador
Kashapampa distritu (Kashamarka)	Cajabamba District
Qalaqutu	Calacoto
Kalakali kitilli	Calacalí
Qalamarka distritu	Calamarca District
Pacha tariksa	Calceolaria rosmarinifolia
Calceta	Calceta
Kalipuy mama llaqta risirwa	Calipuy National Reservation
Kalipuy mamallaqta wak'a	Calipuy National Sanctuary
Qullpa Ananta	Qullpa Ananta
Qallayuq distritu	Callayuc District
Ankash washa waqta	The East of Ankash
Kaluma	Caluma
Calzada distritu	Calzada District
Ponce Enríquez llaqta	Camilo Ponce Enríquez (parish)
Kampanilla distritu	Campanilla District
Plantilla:Navbox	Template:Navbox
Kanchapampa distritu	Canchabamba District
Kanchayllu distritu	Canchayllo District
Kantarawi distritu	Candarave District
Kanilu kitilli	Canelos
Canoas de Punta Sal distritu	Canoas de Punta Sal District
Kapilu distritu	Capelo District
Kapillas distritu	Capillas District
Kaplina mayu	Caplina River
Qaqina kantun	Caquena Canton
Qarapampa distritu	Carabamba District
Qarwaqucha urqu (Anqash)	Qarwapunta
Qarwakallanka distritu	Carhuacallanga District
Qarwamayu distritu (Hunin)	Carhuamayo District
Carlos Germán Belli	Carlos Germán Belli
Carlos Julio Arosemena Tola llaqta	Carlos Julio Arosemena Tola, Ecuador
Carreras qucha	Carreras Lake
Carrizal mayu	Carrizal River
Hatun Wasi distritu	Casa Grande District
Kaskas distritu	Cascas District
Casitas distritu	Casitas District
Kasma mayu	Casma River
K'aspisapa distritu	Caspisapa District
Chuqlluqucha distritu	Castrovirreyna District
Qatachi distritu	Catache District
Katakucha	Catacocha
Katamayu	Catamayo River
Katarama	Catarama
Qatilluq distritu	Catilluc District
Qayallti distritu	Cayalti District
Qayna distritu	Cayna District
Caynarachi distritu	Caynarachi District
Kañaris distritu	Cañaris District
Patu Wayq'u	Cañón del Pato
Qatqa	Ccatca
Quchaqasa distritu	Ccochaccasa District
Celendín distritu	Celendín District
Lluwa kitilli	Lloa
Sinipa mayu	Cenepa River
Araral	Cerro Araral
Barroso rit'i urqu	Cerro Barroso
Kañapa urqu	Cerro Cañapa
Pukaurqu (Chili)	Cerro Colorado (volcano)
Cevallos	Cevallos
Ch'aki Mayu (Quchapampa)	Ch'aki Mayu (Cochabamba)
Ch'aphi Qullu (Daniel Campos)	Ch'api Qullu
Ch'iyar Jaqhi	Ch'iyar Jaqhi (Pagador)
Chakapampa distritu	Chacabamba District
Chakamarka willkachasqa ñawpa suyu	Chakamarka Historical Sanctuary
Chakapalpa distritu	Chacapalpa District
Chakapampa distritu (Hunin)	Chacapampa District
Chakayan distritu	Chacayán District
Chadín distritu	Chadín District
Chaqlla distritu (Wanuku)	Chaglla District
Chalaco distritu	Chalaco District
Chalalan qucha	Chalalán Lake
Champara distritu	Chambara District
Champu	Chambo
Jach'a Kunturiri (Uru Uru)	Jach'a Kunturiri (Oruro)
Urqu Jawira (Pedro Domingo Murillo)	Urqu Jawira (Pedro Domingo Murillo)
Uqi Uqini	Uqi Uqini
Sura K'uchu	Sura K'uchu
Chankaybaños risirwa suyu	Chancaybaños Reserved Zone
Chankaybaños distritu	Chancaybaños District
Chanchan mayu	Chanchán River
Charat distritu	Charat District
Chawcha kitilli	Chaucha
Chawinillu distritu	Chavinillo District
Paryarqa Chawin distritu	Chavín de Pariarca District
Chasuta distritu	Chazuta District
Kimsa Chata (Qaranqa)	Kimsa Chata (Carangas)
Chipin distritu	Chepén District
Jaya Mayu	Jaya Mayu
Jatun Mayu (T'arata)	Jatun Mayu (Esteban Arce)
Chikama distritu	Chicama District
Chikchi distritu	Chicche District
Chiklayu distritu	Chiclayo District
Chikirip distritu	Chiguirip District
Chilata qucha	Chilata Lake
Ch'illka distritu (Hunin)	Chilca District, Huancayo
Ch'illkayuq distritu	Chilcayoc District
Chiliti distritu	Chilete District
Chillanes	Chillanes
Chillikchi kantun	Chillicchi Canton
Chimpu llaqta	Chimbo
Chimpuwata kantun	Chimboata Canton
Chimpan distritu	Chimbán District
Chinchiwasi distritu	Chinchihuasi District
Chinchu distritu	Chincho District
Chipiriri mayu	Chipiriri River
Chipurana distritu	Chipurana District
Chiquintad kitilli	Chiquintad
Chirinos distritu	Chirinos District
Chuchupi distritu	Chochope District
Hanan Chunku distritu	Chongos Alto District
Urin Chunkus distritu	Chongos Bajo District
Chunkuyapi distritu	Chongoyape District
Chuntapampa distritu	Chontabamba District
Chuntali distritu	Chontali District
Churas distritu	Choras District
Chugay distritu	Chugay District
Chugur distritu	Chugur District
Chumuch distritu	Chumuch District
Chunchi	Chunchi, Ecuador
Chupaka distritu	Chupaca District
Chupamarka distritu	Chupamarca District
Chupuru distritu	Chupuro District
Chukis distritu	Chuquis District
Churkampa distritu	Churcampa District
Churuti kawsaykuska amachasqa allpa	Churute Mangroves Ecological Reserve
Montcadapa pukaran	Château Moncade
Kunturkanki distritu	Kunturkanki District
Urqu Jawira (Jaruma)	Urqu Jawira (Aroma)
Jach'a Jawira (Antikuna)	Jach'a Jawira (Los Andes)
Q'inqu Mayu	Q'inqu Mayu
Kuka musiyu (Chuqiyapu)	Coca Museum
Kuka distritu	Cocas District
Quchapampa distritu (Chuta)	Cochabamba District, Chota
Quchapampa distritu (Wanuku)	Cochabamba District, Huacaybamba
Quchas distritu (Kunsipsyun)	Cochas District, Concepción
Quchurqu distritu	Cochorco District
Codo del Pozuzo distritu	Codo del Pozuzo District
Colan distritu	Colan District
Kulasay distritu	Colasay District
Qullqa distritu (Hunin)	Colca District, Huancayo
Qullqa mayu	Colca River
Qullqapampa distritu (Tayaqaqa)	Colcabamba District, Tayacaja
Fransiscanu San Ruman Llachay Wasi	Colegio Parroquial Franciscano San Román
Colimes	Colimes
Qululu qucha	Cololo Lake
Qullpas distritu	Colpas District
Qumas distritu (Hunin)	Comas District, Concepción
Comatrana	Comatrana
Qhuyakunap Waqllisqan Ayllukuna Piruw Mamallaqta Tantanakuy	Conacami
Qunayqa distritu	Conayca District
Kunsipsyun distritu (Hunin)	Concepción District, Concepción
Qunta kantun	Conda Canton
Kuntipampa distritu	Condebamba District
Kunturmarka distritu	Condormarca District
Piruw Chakraruna Hatun Tantanakuy	Confederación Campesina del Perú
Qunqalla distritu	Congalla District
Consuelo qucha	Consuelo Lake
Kuntamana distritu	Contamana District
Quntumasa distritu	Contumazá District
Coqueza kantun	Coqueza Canton
Qulan walla risirwa suyu	Cordillera de Colán National Sanctuary
Sama walla kawsay risirwa	Cordillera de Sama Biological Reserve
Corrales distritu	Corrales District
Qurutu qucha	Coruto Lake
Kutawasi qhichwa risirwa	Cotahuasi Subbasin Landscape Reserve
Cotocollao kitilli	Cotocollao, Quito
Quwiriyalli distritu	Coviriali District
Quñuqranra	Quñuqranra
Quwinqa distritu	Cuenca District, Huancavelica
Cujillo distritu	Cujillo District
Qullwas distritu	Cullhuas District
Kumanta	Cumandá
Cumbayá kitilli	Cumbayá
Kumpi kitilli	Cumbe, Ecuador
Qhunas mayu	Cunas River
Kupisniki distritu	Cupisnique District
Curgos distritu	Curgos District
Quriqaqa distritu	Curicaca District
Quriqinqa	Curiquinca
Pulika	Parastrephia
Cutervo distritu	Cutervo District
Cuñumbuqui distritu	Cuñumbuqui District
Chusi-chusi	Cyathea cuspidata
Victoria qucha (Beni)	Laguna Victoria
Taki Unquy	Taki Unquy
Piri-piri	Cyperus giganteus
Willa Uqhukuna sallqa kawsay takyana	Pantanos de Villa Wildlife Refuge
Córdova distritu	Córdova District
Pumawasi distritu	Daniel Alomías Robles District
Daniel Estrada	Daniel Estrada
Daniel Hernández distritu	Daniel Hernández District
Supaypa wasin tusuq	Danza de tijeras
Pisunay	Erythrina falcata
Ukupanku	Megalobulimus
Pasul	Erythrina edulis
Phawka	Flourensia
Chini	Urera
Lluq'i sach'a	Kageneckia lanceolata
Sunch'u	Viguiera
Sut'uma	Perezia (plant)
Timun hampi	Lonchocarpus utilis
Mistul	Ziziphus mistol
Yawar k'aspi	Warszewiczia coccinea
Intimpa	Podocarpus glomeratus
Uqi wiquntuy	Tillandsia utriculata
Pawti mayu	Paute River
Tawakuntu	Tabacundo
Uberaba qucha	Uberaba Lake
Pichilemu antanka pampa	Pichilemu Aerodrome
Sumpawa	Zumbahua
Leoncio Prado	Leoncio Prado Gutiérrez
Itatí Pallan	Our Lady of Itatí
Chuy Rasgado	Jesús Rasgado
Lorena Vera	Lorena Vera
Shawsha distritu	Jauja District
Pillwana distritu	Pilluana District
San Pidru mayu (P'utuqsi)	San Pedro River (Bolivia)
Chuta distritu	Chota District
Wakira mayu	Tiwanaku River
Qullpa Jawira (Santiago Wari)	Qullpa Jawira (Sebastián Pagador)
Jach'a Jawira (Uru Uru)	Jach'a Jawira (Oruro)
Qullpa Jawira (Litoral-Qaranqa)	Qullpa Jawira (Carangas-Litoral)
Kachi mayu (Uru Uru)	Kachi Mayu (Oruro)
Jach'a Uma	Jach'a Uma
Pukara mayu (Quchapampa)	Pukara Mayu
Phaqcha mayu	Phaqcha Mayu
Dhooswan Sayami	Dhooswan Sayami
Intillama kuru mama	Dichotomius
Matarani (Piruw)	Matarani
Rapachu	Dryopteris wallichiana
Echeandía	Echeandía
Kalawasa	Cucurbita
Eduardo Dibós Dammert	Eduardo Dibós Dammert
Eduardo Villanueva distritu	Eduardo Villanueva District
Eduardo de Habich	Edward Jan Habich
Altu k'iti	El Alto District
El Angolo chaku suyu	El Angolo Hunting enclosed land
El Carmen (Churkampa) distritu	El Carmen District, Churcampa
Chaku llaqta	El Chaco, Ecuador
El Cisne	El Cisne
Shunku (Kutupaksi)	El Corazón, Cotopaxi
Velasco Ibarra llaqta	El Empalme
El Eslabón distritu	El Eslabón District
Wapu	El Guabo
Mantaru distritu	El Mantaro District
Palmar kawsay suyu	El Palmar Integrated Management Natural Area
El Porvenir distritu (San Martin)	El Porvenir District, San Martín
El Prado distritu	El Prado District
Kinchi	El Quinche
Sira ayllu llaqta risirwa	El Sira Communal Reserve
Tampu distritu (Hunin)	El Tambo District
El Triunfo (Ikwadur)	El Triunfo, Ecuador
Uni runa	Kashibo language
Piru runa	Yine people
Mama Uqllu urqu	Mama Uqllu (Bolivia)
Elías Soplín Vargas distritu	Elías Soplín Vargas District
Emilio Lissón	Emilio Lissón
Emilio San Martín distritu	Emilio San Martín District
Laredo distritu	Laredo District
Tupi simi	Língua Geral
Frías distritu	Frías District
Escalante	Escalante (El Apagado)
Ispaña qucha	España Lake
Santa Rosa (Qurisapa) distritu	Santa Rosa District, El Dorado
Wantu distritu	Huando District
Surutu mayu	Surutú River
Puerto Etén distritu	Etén Puerto District
Etén distritu	Etén District
Wichayal distritu	Vichayal District
Plantilla:Tnavbar	Template:Navbar
Hukllachasqa Amirika Suyukunapi mama llaqta parkikuna	List of national parks of the United States
Plantilla:Unicode	Template:Unicode
Plantilla:E	Template:E
Mariyas distritu	Marías District
Plantilla:Clear	Template:Clear
Plantilla:Col-break	Template:Col-break
Plantilla:Col-begin	Template:Col-begin
Plantilla:Col-end	Template:Col-end
Piyun distritu	Pión District
Supi	Fart
Waqra p'anqa	Zamia amazonum
Federico Barreto	Federico Barreto
Federico Elguera	Federico Elguera
Felipe Mac Gregor	Felipe Mac Gregor
Fernando Cuéllar	Fernando Cuellar
Tamshiyaku distritu	Fernando Lores District
Phirriñaphi distritu	Ferreñafe District
Mamacha Kandilarya Raymi (Punu)	Fiesta de la Candelaria
Fitzcarrald distritu	Fitzcarrald District
Wikipidiya:Lliw Wikipidiyapaq qillqanakuna	Wikipedia:Vital articles
Katiguriya:Aphrika	Category:Africa
Katiguriya:Anta situwa killa	Category:July
Katiguriya:Inti raymi killa	Category:June
Florencia de Mora distritu	Florencia de Mora District
Plantilla:Babel	Template:Babel
Plantilla:Commons	Template:Commons
Sarashima	Gentianella hirculus
Wamp'u distritu (Kashamarka)	Huambos District
K'ita maswa	Tropaeolum peregrinum
Plantilla:AFG	Template:AFG
Plantilla:AGO	Template:AGO
Francisco Laso	Francisco Laso
Wachaq distritu	Huachac District
Plantilla:Ikwadurpa markankuna	Template:Provinces of Ecuador
Pawsirna mayu	Paucerna River
Félix Arauz	Félix Arauz
Julia Ferrer	Julia Ferrer
Plantilla:Stub	Template:Stub
Thunq'i	General Chinese
Plantilla:Ruwaq:eo-1	Template:User eo-1
Plantilla:Ruwaq:ca-1	Template:User ca-1
Plantilla:Ruwaq:de	Template:User de
Plantilla:Ruwaq:de-1	Template:User de-1
Plantilla:Ruwaq:es	Template:User es
Plantilla:Ruwaq:de-3	Template:User de-3
Plantilla:Ruwaq:en-3	Template:User en-3
Plantilla:Ruwaq:en-1	Template:User en-1
Plantilla:Ruwaq:en-2	Template:User en-2
Plantilla:Ruwaq:eo-2	Template:User eo-2
Plantilla:Ruwaq:en-4	Template:User en-4
Plantilla:Ruwaq:fi	Template:User fi
Plantilla:Ruwaq:en	Template:User en
Plantilla:Ruwaq:de-2	Template:User de-2
Plantilla:Ruwaq:es-1	Template:User es-1
Plantilla:Ruwaq:fi-1	Template:User fi-1
Plantilla:Ruwaq:fr-1	Template:User fr-1
Jara qucha	Jara Lake
Q'apinuri	Maquira sclerophylla
Katiguriya:Kultura (Hukllachasqa Amirika Suyukuna)	Category:American culture
Katiguriya:Kultura (Mama llaqta)	Category:Culture by nationality
Katiguriya:Kawsaq	Category:Life
Los Organos distritu	Los Organos District
Huertas distritu	Huertas District
Xavier Abril	Xavier Abril
Girón	Girón, Azuay
Plantilla:Ruwaq:it-3	Template:User it-3
Plantilla:Ruwaq:fr-2	Template:User fr-2
Plantilla:Ruwaq:tr	Template:User tr
Plantilla:Ruwaq:ja	Template:User ja
Plantilla:Ruwaq:ja-1	Template:User ja-1
Plantilla:User it-1	Template:User it-1
Plantilla:Ruwaq:fr	Template:User fr
Chunka Pichqayuq Waranqa llaqta	Quince Mil
Santiago Qaw distritu	Santiago de Cao District
Willem Adelaar	Willem Adelaar
Mama Llaqtap San Agustín Yachay Sunturnin	National University of Saint Augustine
Pampas distritu (Tayaqaqa)	Pampas District, Tayacaja
Qusqu	Cusco
Quyllariskisqa distritu	Goyllarisquizga District
Katiguriya:Taytakura (Mama llaqta)	Category:Roman Catholic priests by nationality
Hatun Han suyu	Great Han
Katiguriya:Karu puriy	Category:Tourism
Katiguriya:Hatun puquy killa	Category:February
Katiguriya:1957	Category:1957
Katiguriya:1949	Category:1949
Katiguriya:1927	Category:1927
Katiguriya:1919	Category:1919
Katiguriya:Palama	Category:Insects
Plantilla:HRV	Template:HRV
Katiguriya:Asarsuyu	Category:Azerbaijan
Katiguriya:Asya	Category:Asia
Katiguriya:Chili	Category:Chile
Katiguriya:21 ñiqin pachakwata	Category:21st century
Katiguriya:Lisuthu	Category:Lesotho
Katiguriya:Urin Awya Yala	Category:South America
Katiguriya:1930	Category:1930
Katiguriya:1936	Category:1936
Katiguriya:1947	Category:1947
Katiguriya:1937	Category:1937
Katiguriya:1940	Category:1940
Katiguriya:1934	Category:1934
Katiguriya:1960	Category:1960
Katiguriya:1943	Category:1943
Katiguriya:1951	Category:1951
Katiguriya:1942	Category:1942
Katiguriya:Suyu (Italya)	Category:Regions of Italy
Katiguriya:1959	Category:1959
Katiguriya:1938	Category:1938
Katiguriya:1928	Category:1928
Katiguriya:1913	Category:1913
Katiguriya:1918	Category:1918
Katiguriya:1954	Category:1954
Katiguriya:Malasya	Category:Malaysia
Katiguriya:1941	Category:1941
Katiguriya:1955	Category:1955
Katiguriya:1950	Category:1950
Katiguriya:Mikhuna	Category:Foods
Katiguriya:1921	Category:1921
Katiguriya:1977	Category:1977
Katiguriya:1946	Category:1946
Katiguriya:1948	Category:1948
Katiguriya:1932	Category:1932
Katiguriya:Piluta hayt'ay	Category:Association football
Katiguriya:1945	Category:1945
Plantilla:Mod	Template:Mod
Katiguriya:1923	Category:1923
Katiguriya:1935	Category:1935
Katiguriya:1910	Category:1910
Katiguriya:1917	Category:1917
Katiguriya:1904	Category:1904
Katiguriya:1926	Category:1926
Katiguriya:1907	Category:1907
Katiguriya:1914	Category:1914
Katiguriya:1929	Category:1929
