ஆப்பிரிக்கா	Africa
வார்ப்புரு:Copy to Wiktionary	Template:Copy to Wiktionary
ஜெனட் கொட்மென்	Janet Godman
வார்ப்புரு:Tick	Template:Tick
ஜனித்த ஹேவவாசம்	Janitha Hewawasam
பகுப்பு:தகவல் பெட்டிகள்	Category:Infobox templates
ஜன்னா	Janna
ஜன்னல் ஓரம்	Jannal Oram
வார்ப்புரு:World Heritage Sites in Australia	Template:World Heritage Sites in Australia
பகுப்பு:இங்கிலாந்தின் ஆறுகள்	Category:Rivers of England
வார்ப்புரு:Doi	Template:Doi
பகுப்பு:இசுரேலிய படைத்துறை	Category:Military of Israel
பகுப்பு:புதிர்கள்	Category:Puzzles
பகுப்பு:ஒளிப்படவியல்	Category:Photography
ஜப்பானில் கல்யாண ராமன்	Japanil Kalyanaraman
ஜார்பம் காம்லின்	Jarbom Gamlin
ஜர்முண்டி சட்டமன்றத் தொகுதி	Jarmundi (Vidhan Sabha constituency)
ஜார்வா (கிராமம்)	Jarwa
பகுப்பு:இந்திய இசை அமைப்பாளர்கள்	Category:Indian musicians
ஜேசன் பிரவுண்	Jason Brown (cricketer)
ஜேசன் ஃபின்ச்	Jason Finch
ஜேசன் கால்லியன்	Jason Gallian
ஜேசன் ஹாரிசன்	Jason Harrison
பகுப்பு:நாசி படையணிகள்	Category:Nazi Germany
பகுப்பு:2013 இறப்புகள்	Category:2013 deaths
பகுப்பு:685	Category:685
வார்ப்புரு:Para	Template:Para
ஜேசன் டி லா பெனா	Jason de la Peña
சக்தி போல யாருமில்லை (தொலைக்காட்சித் தொடர்)	Jassi Jaissi Koi Nahin
பகுப்பு:இந்திய விளையாட்டு வீரர்கள்	Category:Indian sportspeople
வார்ப்புரு:நாட்டுத் தகவல் Crimea	Template:Country data Autonomous Republic of Crimea
தேசிய சுதந்திர முன்னணி	Jathika Nidahas Peramuna
வார்ப்புரு:Fb	Template:Fb
பகுப்பு:1938 பிறப்புகள்	Category:1938 births
சவ்வாது மலை	Javadi Hills
வார்ப்புரு:நிறுத்தக்குறிகள்	Template:Punctuation marks
பகுப்பு:2008 தேர்தல்கள்	Category:2008 elections
ஜாவர் சீதாராமன்	Javar Seetharaman
ஜாவெட் அக்தார்	Javed Akhtar (cricketer)
ஜாவிட் புர்க்கி	Javed Burki
வார்ப்புரு:நாட்டுத் தகவல் மடய்ரா	Template:Country data Madeira
ஜாவித் கதீர்	Javed Qadeer
வார்ப்புரு:நாட்டுத் தகவல் Azores	Template:Country data Azores
ஜவீரியா கான்	Javeria Khan
வார்ப்புரு:LAO	Template:LAO
பகுப்பு:678 இறப்புகள்	Category:678 deaths
ஜவகர் குகை	Jawahar Tunnel
ஜவஹர்லால் நேரு விளையாட்டரங்கம் (சென்னை)	Jawaharlal Nehru Stadium (Chennai)
ஜவகர்லால் நேரு தொழில்நுட்பவியல் பல்கலைக்கழகம்	Jawaharlal Nehru Technological University, Hyderabad
பகுப்பு:634 இறப்புகள்	Category:634 deaths
ஜே ஜே	Jay Jay
வார்ப்புரு:ANT	Template:ANT
வார்ப்புரு:ARE	Template:ARE
ஜெய் பிரகாஷ் நாராயண் யாதவ்	Jay Prakash Narayan Yadav
வார்ப்புரு:GRC	Template:GRC
வார்ப்புரு:PRT	Template:PRT
வார்ப்புரு:BGD	Template:BGD
ஜெயா பொறியியல் கல்லூரி	Jaya Engineering College
ஜயா சர்மா	Jaya Sharma
ஜெயா தொலைக்காட்சி	Jaya TV
ஜெயபாரதி (மலையாள நடிகர்)	Jayabharathi
ஜயதேவ உயன்கொட	Jayadeva Uyangoda
வார்ப்புரு:ZWE	Template:ZWE
ஜயலத் ஜயவர்தன	Jayalath Jayawardena
ஜெயம் (திரைப்படம்)	Jayam (2003 film)
ஜெயம் கொண்டான் (திரைப்படம்)	Jayamkondaan
வார்ப்புரு:Lang-grc	Template:Lang-grc
ஜயானந்த வர்ணவீர	Jayananda Warnaweera
ஜயநாத் சந்தகன்	Jayanath Sandacan
ஜயந்தா பந்தோபாத்யாயே	Jayanta Bandyopadhyay
ஜயந்த சில்வா	Jayantha Silva
ஜெயந்தி (நடிகை)	Jayanthi (actress)
ஜெயப்பிரகாசு	Jayaprakash
ஜெயப்பிரகாஷ் நாராயண் (லோக் சட்டா)	Jayaprakash Narayan (Lok Satta)
ஜயசிங்ராவ் கோர்படே	Jayasinghrao Ghorpade
ஜெயசுதா	Jayasudha
ஜெயசூர்யா (நடிகர்)	Jayasurya
ஜயந்து நீலவீர	Jayathu Neelaweera
ஜெய்தேவ் சா	Jaydev Shah
ஜய்தேவ் உனத்கட்	Jaydev Unadkat
செயந்திர சரசுவதி	Jayendra Saraswathi
வார்ப்புரு:ASM	Template:ASM
வார்ப்புரு:AUS	Template:AUS
வார்ப்புரு:CZE	Template:CZE
பகுப்பு:தூக்கிலிடப்பட்டவர்கள்	Category:People executed by hanging
வார்ப்புரு:LVA	Template:LVA
வார்ப்புரு:Ro icon	Template:Ro icon
வார்ப்புரு:ROC	Template:ROC
ஜீன் கிளார்க்	Jean Clark
ஜீன் கம்மின்ஸ்	Jean Cummins
வார்ப்புரு:இந்தியப் பிரதமர்கள்	Template:Prime Ministers of India
வார்ப்புரு:AZE	Template:AZE
வார்ப்புரு:தகவற்சட்டம் திரைப்படம்	Template:Infobox film
வார்ப்புரு:Eight-thousander	Template:Eight-thousander
ஜீன் சைம்ஸ்	Jean Symes
வார்ப்புரு:Languages of	Template:Infobox country languages
பகுப்பு:மலேசியப் பல்கலைக்கழகங்கள்	Category:Universities in Malaysia
வார்ப்புரு:Cat see also	Template:Category see also
வார்ப்புரு:நாட்டுத் தகவல் கிறிசுத்துமசு தீவுகள்	Template:Country data Christmas Island
வார்ப்புரு:Infobox religious building	Template:Infobox religious building
ஜீவா (திரைப்பட இயக்குநர்)	Jeeva (director)
ஜீவேந்திரன் நாயர்	Jeevandran Nair
ஜீவந்த குலதுங்க	Jeevantha Kulatunga
ஜீவன் குமாரதுங்க	Jeewan Kumaranatunga
வார்ப்புரு:Lang-en	Template:Lang-en
ஜெஃப் ஜோன்ஸ்	Jeff Jones (cricketer)
பகுப்பு:மக்கள்தொகை	Category:Population
வார்ப்புரு:DZA	Template:DZA
ஜெஃப் சதர்லேண்டு	Jeff Sutherland
பகுப்பு:தென் கரொலைனா	Category:South Carolina
வார்ப்புரு:IPA-de	Template:IPA-de
ஜெஃப்ரி குலிப்	Jeffrey Cullip
வார்ப்புரு:For	Template:For
வார்ப்புரு:நாட்டுத் தகவல் உதுமானியப் பேரரசு	Template:Country data Ottoman Empire
ஜெப்ரி டூபின்	Jeffrey Toobin
வார்ப்புரு:Infobox nutritional value	Template:Infobox nutritional value
வார்ப்புரு:Lower	Template:Lower
வார்ப்புரு:Element cell	Template:Element cell
ஜெம் புராட்பிரிஜ்	Jem Broadbridge
வார்ப்புரு:CSK	Template:CSK
ஜெம்மி டீன்	Jemmy Dean
வார்ப்புரு:Death date	Template:Death date
வார்ப்புரு:Infobox motorsport championship	Template:Infobox motorsport championship
வார்ப்புரு:Disambiguation needed	Template:Disambiguation needed
வார்ப்புரு:அறிவியல்	Template:Science
வார்ப்புரு:Category pair	Template:Category pair
பகுப்பு:பூக்கும் தாவரங்கள்	Category:Angiosperms
ஜெனிபர் கோவ்	Jennifer Gove
பகுப்பு:சிங்கப்பூர் வானூர்தி நிலையங்கள்	Category:Airports in Singapore
வார்ப்புரு:Expand language	Template:Expand language
பகுப்பு:வடிவமைப்பு	Category:Design
ஜேப்பியார் பொறியியல் கல்லூரி	Jeppiaar Engineering College
வார்ப்புரு:தகவற்சட்டம் ஐதரசன்	Template:Infobox hydrogen
ஜெரெமையா டிரைவர்	Jeremiah Driver
ஜெரமி ஆலேர்டன்	Jeremy Allerton
ஜெரெமி பேட்டி	Jeremy Batty
ஜெரமி குட்	Jeremy Goode
ஜெரெமி கிரீன்	Jeremy Green (cricketer)
பகுப்பு:கிரேக்க கணிதவியலாளர்கள்	Category:Greek mathematicians
ஜெரெமி ஹாலட்	Jeremy Hallett
வார்ப்புரு:நாட்டுத் தகவல் சார்தீனியா	Template:Country data Sardinia
வார்ப்புரு:Infobox Philosopher	Template:Infobox philosopher
ஜெரோம் டெய்லர்	Jerome Taylor
வார்ப்புரு:MAF	Template:MAF
பகுப்பு:கணியப் பட்டியல்கள்	Category:Computing-related lists
