Afrik	Africa
Hixon, Wisconsin	Hixon, Wisconsin
Medina, Wisconsin	Medina, Wisconsin
Longwood, Wisconsin	Longwood, Wisconsin
Nasewaupee, Wisconsin	Nasewaupee, Wisconsin
Mount Ida, Wisconsin	Mount Ida, Wisconsin
Lake Tomahawk, Wisconsin	Lake Tomahawk, Wisconsin
Silver Cliff, Wisconsin	Silver Cliff, Wisconsin
Red Springs, Wisconsin	Red Springs, Wisconsin
Packwaukee, Wisconsin	Packwaukee, Wisconsin
Saxon, Wisconsin	Saxon, Wisconsin
Ottawa, Wisconsin	Ottawa, Wisconsin
Orion, Wisconsin	Orion, Wisconsin
Turtle, Wisconsin	Turtle, Wisconsin
Wiota, Wisconsin	Wiota, Wisconsin
Roxbury, Wisconsin	Roxbury, Wisconsin
Peeksville, Wisconsin	Peeksville, Wisconsin
Pershing, Wisconsin	Pershing, Wisconsin
Menominee, Wisconsin	Menominee, Wisconsin
West Sweden, Wisconsin	West Sweden, Wisconsin
Parkland, Wisconsin	Parkland, Wisconsin
Pacific, Wisconsin	Pacific, Wisconsin
Vernon, Wisconsin	Vernon, Wisconsin
Wascott, Wisconsin	Wascott, Wisconsin
Kimball, Wisconsin	Kimball, Wisconsin
Stanfold, Wisconsin	Stanfold, Wisconsin
Skanawan, Wisconsin	Skanawan, Wisconsin
Otsego, Wisconsin	Otsego, Wisconsin
South Lancaster, Wisconsin	South Lancaster, Wisconsin
Shanagolden, Wisconsin	Shanagolden, Wisconsin
Rushford, Wisconsin	Rushford, Wisconsin
Prairie Lake, Wisconsin	Prairie Lake, Wisconsin
Sugar Creek, Wisconsin	Sugar Creek, Wisconsin
Waukechon, Wisconsin	Waukechon, Wisconsin
Williamstown, Wisconsin	Williamstown, Wisconsin
Pierce, Wisconsin	Pierce, Wisconsin
Rock Elm, Wisconsin	Rock Elm, Wisconsin
Sumpter, Wisconsin	Sumpter, Wisconsin
Springwater, Wisconsin	Springwater, Wisconsin
Stockton, Wisconsin	Stockton, Wisconsin
Webb Lake, Wisconsin	Webb Lake, Wisconsin
Pigeon, Wisconsin	Pigeon, Wisconsin
West Marshland, Wisconsin	West Marshland, Wisconsin
Springville, Wisconsin	Springville, Wisconsin
Schley, Wisconsin	Schley, Wisconsin
Wagner, Wisconsin	Wagner, Wisconsin
Stark, Wisconsin	Stark, Wisconsin
Wheaton, Wisconsin	Wheaton, Wisconsin
Woodmohr, Wisconsin	Woodmohr, Wisconsin
Pleasant Springs, Wisconsin	Pleasant Springs, Wisconsin
Sherry, Wisconsin	Sherry, Wisconsin
Wescott, Wisconsin	Wescott, Wisconsin
Stephenson, Wisconsin	Stephenson, Wisconsin
Peck, Wisconsin	Peck, Wisconsin
Stubbs, Wisconsin	Stubbs, Wisconsin
Warner, Wisconsin	Warner, Wisconsin
Tiffany, Wisconsin	Tiffany, Wisconsin
Woodboro, Wisconsin	Woodboro, Wisconsin
Springbrook, Wisconsin	Springbrook, Wisconsin
Stella, Wisconsin	Stella, Wisconsin
White Oak Springs, Wisconsin	White Oak Springs, Wisconsin
Sand Creek, Wisconsin	Sand Creek, Wisconsin
Winfield, Wisconsin	Winfield, Wisconsin
Seven Mile Creek, Wisconsin	Seven Mile Creek, Wisconsin
Rhine, Wisconsin	Rhine, Wisconsin
Greenfield, Tennessee	Greenfield, Tennessee
Sevastopol, Wisconsin	Sevastopol, Wisconsin
Osborn, Wisconsin	Osborn, Wisconsin
West Kewaunee, Wisconsin	West Kewaunee, Wisconsin
Sarona, Wisconsin	Sarona, Wisconsin
Spring Prairie, Wisconsin	Spring Prairie, Wisconsin
Somo, Wisconsin	Somo, Wisconsin
Saint Marie, Wisconsin	St. Marie, Wisconsin
Worcester, Wisconsin	Worcester, Wisconsin
Wingville, Wisconsin	Wingville, Wisconsin
Perry, Wisconsin	Perry, Wisconsin
Trego, Wisconsin	Trego, Wisconsin
White River, Wisconsin	White River, Wisconsin
Willow Springs, Wisconsin	Willow Springs, Wisconsin
Smelser, Wisconsin	Smelser, Wisconsin
Strongs Prairie, Wisconsin	Strongs Prairie, Wisconsin
Pacific Junction, Iowa	Pacific Junction, Iowa
Wood, Wisconsin	Wood, Wisconsin
Trade Lake, Wisconsin	Trade Lake, Wisconsin
Rietbrock, Wisconsin	Rietbrock, Wisconsin
Upham, Wisconsin	Upham, Wisconsin
Wilkinson, Wisconsin	Wilkinson, Wisconsin
Ruby, Wisconsin	Ruby, Wisconsin
Stinnett, Wisconsin	Stinnett, Wisconsin
Porterfield, Wisconsin	Porterfield, Wisconsin
Wellington, Wisconsin	Wellington, Wisconsin
Quincy, Wisconsin	Quincy, Wisconsin
Price, Wisconsin	Price, Wisconsin
Gratiot, Wisconsin	Gratiot, Wisconsin
Lakayè (awondisman)	Arcahaie Arrondissement
Pine Valley, Wisconsin	Pine Valley, Wisconsin
Stiles, Wisconsin	Stiles, Wisconsin
Pittsfield, Wisconsin	Pittsfield, Wisconsin
Presque Isle, Wisconsin	Presque Isle, Wisconsin
Rose, Wisconsin	Rose, Wisconsin
Texas, Wisconsin	Texas, Wisconsin
South Fork, Wisconsin	South Fork, Wisconsin
Rock Creek, Wisconsin	Rock Creek, Wisconsin
Polar, Wisconsin	Polar, Wisconsin
Spirit, Wisconsin	Spirit, Wisconsin
Ridgeville, Wisconsin	Ridgeville, Wisconsin
Vinland, Wisconsin	Vinland, Wisconsin
Rock Falls, Wisconsin	Rock Falls, Wisconsin
Rolling, Wisconsin	Rolling, Wisconsin
Pella, Wisconsin	Pella, Wisconsin
Rib Falls, Wisconsin	Rib Falls, Wisconsin
Rantoul, Wisconsin	Rantoul, Wisconsin
Worden, Wisconsin	Worden, Wisconsin
Polk, Wisconsin	Polk, Wisconsin
Sylvan, Wisconsin	Sylvan, Wisconsin
Round Lake, Wisconsin	Round Lake, Wisconsin
Rubicon, Wisconsin	Rubicon, Wisconsin
Wells, Wisconsin	Wells, Wisconsin
Ringle, Wisconsin	Ringle, Wisconsin
Sampson, Wisconsin	Sampson, Wisconsin
Phelps, Wisconsin	Phelps, Wisconsin
Townsend, Wisconsin	Townsend, Wisconsin
Vilas, Wisconsin	Vilas, Wisconsin
Bloomingdale, Indiana	Bloomingdale, Indiana
Strickland, Wisconsin	Strickland, Wisconsin
Watterstown, Wisconsin	Watterstown, Wisconsin
Wabeno, Wisconsin	Wabeno, Wisconsin
Trimbelle, Wisconsin	Trimbelle, Wisconsin
Thornapple, Wisconsin	Thornapple, Wisconsin
Porter, Wisconsin	Porter, Wisconsin
Riverview, Wisconsin	Riverview, Wisconsin
Waumandee, Wisconsin	Waumandee, Wisconsin
Stone Lake, Wisconsin	Stone Lake, Wisconsin
Yorkville, Wisconsin	Yorkville, Wisconsin
Tipler, Wisconsin	Tipler, Wisconsin
Willow, Wisconsin	Willow, Wisconsin
Waldwick, Wisconsin	Waldwick, Wisconsin
Two Creeks, Wisconsin	Two Creeks, Wisconsin
Spruce, Wisconsin	Spruce, Wisconsin
Rush River, Wisconsin	Rush River, Wisconsin
Tainter, Wisconsin	Tainter, Wisconsin
Red Cedar, Wisconsin	Red Cedar, Wisconsin
Wood River, Wisconsin	Wood River, Wisconsin
Shelby, Wisconsin	Shelby, Wisconsin
Pine River, Wisconsin	Pine River, Wisconsin
Vandenbroek, Wisconsin	Vandenbroek, Wisconsin
Popple River, Wisconsin	Popple River, Wisconsin
Cameron, Wisconsin	Cameron, Wood County, Wisconsin
Sioux Creek, Wisconsin	Sioux Creek, Barron County, Wisconsin
Riverton, Minnesota	Riverton, Minnesota
Randall, Wisconsin	Randall, Wisconsin
Anthony, Kansas	Anthony, Kansas
Peru, Wisconsin	Peru, Wisconsin
Reid, Wisconsin	Reid, Wisconsin
Weirgor, Wisconsin	Weirgor, Wisconsin
Rockbridge, Wisconsin	Rockbridge, Wisconsin
Whitestown, Wisconsin	Whitestown, Wisconsin
Rutland, Wisconsin	Rutland, Wisconsin
Sylvester, Wisconsin	Sylvester, Wisconsin
Schoepke, Wisconsin	Schoepke, Wisconsin
Seif, Wisconsin	Seif, Wisconsin
Red River, Wisconsin	Red River, Wisconsin
Westboro, Wisconsin	Westboro, Wisconsin
Bèlans (komin)	Belle-Anse
Sanborn, Wisconsin	Sanborn, Wisconsin
Underhill, Wisconsin	Underhill, Wisconsin
Minor Hill, Tennessee	Minor Hill, Tennessee
Primrose, Wisconsin	Primrose, Wisconsin
Taft, Wisconsin	Taft, Wisconsin
Spring Brook, Wisconsin	Spring Brook, Wisconsin
Saxeville, Wisconsin	Saxeville, Wisconsin
Kendall, Wisconsin	Kendall, Monroe County, Wisconsin
The Slackers	The Slackers
Daykin, Nebraska	Daykin, Nebraska
South Russell, Ohio	South Russell, Ohio
Davenport, Florid	Davenport, Florida
Maxwell, Iowa	Maxwell, Iowa
Baltimore, Ohio	Baltimore, Ohio
Blue Diamond, Nevada	Blue Diamond, Nevada
Alto Pass, Ilinwa	Alto Pass, Illinois
Covington, Tennessee	Covington, Tennessee
Searsboro, Iowa	Searsboro, Iowa
Spencer, Indiana	Spencer, Indiana
Webster, Iowa	Webster, Iowa
Alligator, Mississippi	Alligator, Mississippi
Merriam Woods, Missouri	Merriam Woods, Missouri
Farley, Missouri	Farley, Missouri
Buhl, Minnesota	Buhl, Minnesota
West Manchester, Ohio	West Manchester, Ohio
Turtle Lake, Wisconsin	Turtle Lake, Wisconsin
Sobieski, Minnesota	Sobieski, Minnesota
Lincoln, Vermont	Lincoln, Vermont
Crescent, Iowa	Crescent, Iowa
Orwell, Ohio	Orwell, Ohio
Castine, Ohio	Castine, Ohio
Hampton, Nebraska	Hampton, Nebraska
Mount Pleasant, Ohio	Mount Pleasant, Ohio
Monkton, Vermont	Monkton, Vermont
Quamba, Minnesota	Quamba, Minnesota
Windermere, Florid	Windermere, Florida
Sedgewickville, Missouri	Sedgewickville, Missouri
Bogue, Kansas	Bogue, Kansas
New Haven, Vermont	New Haven, Vermont
Glenvil, Nebraska	Glenvil, Nebraska
Blomkest, Minnesota	Blomkest, Minnesota
Mullen, Nebraska	Mullen, Nebraska
Orwell, Vermont	Orwell, Vermont
Panton, Vermont	Panton, Vermont
Estherwood, Lwizyana	Estherwood, Louisiana
Bladen, Nebraska	Bladen, Nebraska
Ripton, Vermont	Ripton, Vermont
De Pue, Ilinwa	DePue, Illinois
Oakwood, Georgie	Oakwood, Georgia
Montezuma, Ohio	Montezuma, Ohio
Rodney, Iowa	Rodney, Iowa
Afton, New York	Afton, New York
Salisbury, Vermont	Salisbury, Vermont
Forest, Lwizyana	Forest, Louisiana
Pleasanton, Iowa	Pleasanton, Iowa
Galatia, Kansas	Galatia, Kansas
Starksboro, Vermont	Starksboro, Vermont
Bouton, Iowa	Bouton, Iowa
Hartford, Kentucky	Hartford, Kentucky
Erin, Wisconsin	Erin, Wisconsin
Parrish, Wisconsin	Parrish, Wisconsin
Spider Lake, Wisconsin	Spider Lake, Wisconsin
Pilsen, Wisconsin	Pilsen, Wisconsin
Royalton, Wisconsin	Royalton, Wisconsin
Dakota City, Iowa	Dakota City, Iowa
Waterville, Wisconsin	Waterville, Wisconsin
Tripp, Wisconsin	Tripp, Wisconsin
Centerville, Iowa	Centerville, Iowa
Audubon, Iowa	Audubon, Iowa
Bloomington, Nebraska	Bloomington, Nebraska
Boone, Iowa	Boone, Iowa
Waltham, Vermont	Waltham, Vermont
Goodridge, Minnesota	Goodridge, Minnesota
Fredericksburg, Ohio	Fredericksburg, Ohio
Windham, Connecticut	Windham, Connecticut
Montville, Connecticut	Montville, Connecticut
Detroit Lakes, Minnesota	Detroit Lakes, Minnesota
Woodbridge, Connecticut	Woodbridge, Connecticut
Trent, Dakota disid	Trent, South Dakota
Whiting, Vermont	Whiting, Vermont
Waterford, Connecticut	Waterford, Connecticut
Valley Falls	Valley Falls, New York
Mario Bettinus	Mario Bettinus
North Branford, Connecticut	North Branford, Connecticut
Deltona, Florid	Deltona, Florida
Wapello, Iowa	Wapello, Iowa
Mark Goresky	Mark Goresky
Porter, Minnesota	Porter, Minnesota
Livingston, Kentucky	Livingston, Kentucky
Paincourtville, Lwizyana	Paincourtville, Louisiana
Huntsville, Tennessee	Huntsville, Tennessee
Pond Creek, Oklahoma	Pond Creek, Oklahoma
Townsend, Massachusetts	Townsend, Massachusetts
Rega	Rega (disambiguation)
New Prague, Minnesota	New Prague, Minnesota
East Grand Forks, Minnesota	East Grand Forks, Minnesota
Harlan, Iowa	Harlan, Iowa
Deep River, Iowa	Deep River, Iowa
Marlboro, Vermont	Marlboro, Vermont
Milan, Kansas	Milan, Kansas
Manchester, Kansas	Manchester, Kansas
Little Falls, Minnesota	Little Falls, Minnesota
Grayson, Lwizyana	Grayson, Louisiana
Carroll, Iowa	Carroll, Iowa
Pipestone, Minnesota	Pipestone, Minnesota
Pleasant Hill, Iowa	Pleasant Hill, Iowa
Spillville, Iowa	Spillville, Iowa
Grinnell, Iowa	Grinnell, Iowa
Alvord, Iowa	Alvord, Iowa
Jackson, Ohio	Jackson, Ohio
Spencer, Iowa	Spencer, Iowa
Adair, Iowa	Adair, Iowa
Warren, Minnesota	Warren, Minnesota
Waynesburg, Ohio	Waynesburg, Ohio
Oelwein, Iowa	Oelwein, Iowa
Grimes, Iowa	Grimes, Iowa
Corydon, Iowa	Corydon, Iowa
Garner, Iowa	Garner, Iowa
Sac City, Iowa	Sac City, Iowa
Belpre, Kansas	Belpre, Kansas
Dorset, Vermont	Dorset, Vermont
Hesston, Kansas	Hesston, Kansas
Edisto Beach, Kawolin disid	Edisto Beach, South Carolina
Horace, Kansas	Horace, Kansas
Landgrove, Vermont	Landgrove, Vermont
Independence, Kansas	Independence, Kansas
Marengo, Iowa	Marengo, Iowa
Bentonia, Mississippi	Bentonia, Mississippi
Martin Kruskal	Martin David Kruskal
Morehead, Kentucky	Morehead, Kentucky
Nichols, Iowa	Nichols, Iowa
Crainville, Ilinwa	Crainville, Illinois
Easley, Kawolin disid	Easley, South Carolina
Mount Hope, Wisconsin	Mount Hope, Wisconsin
Newport, Tennessee	Newport, Tennessee
Manchester, Vermont	Manchester (town), Vermont
Lakeside, Iowa	Lakeside, Iowa
Halls, Tennessee	Halls, Tennessee
Sunman, Indiana	Sunman, Indiana
Fòlibète (awondisman)	Fort-Liberté Arrondissement
Wamego, Kansas	Wamego, Kansas
Oglethorpe, Georgie	Oglethorpe, Georgia
Armington, Ilinwa	Armington, Illinois
Danville, Georgie	Danville, Georgia
Freeport, Florid	Freeport, Florida
Winchester Bay, Oregon	Winchester Bay, Oregon
Jackson, Kawolin disid	Jackson, South Carolina
East Duke, Oklahoma	East Duke, Oklahoma
Chanute, Kansas	Chanute, Kansas
Moundridge, Kansas	Moundridge, Kansas
Fanning Springs, Florid	Fanning Springs, Florida
Ashland, Oklahoma	Ashland, Oklahoma
Pernitas Point, Texas	Pernitas Point, Texas
Beersheba Springs, Tennessee	Beersheba Springs, Tennessee
Pomeroy, Ohio	Pomeroy, Ohio
Laguna Beach, Kalifòni	Laguna Beach, California
Le Roy, Iowa	Le Roy, Iowa
Calhoun, Tennessee	Calhoun, Tennessee
Lehigh, Oklahoma	Lehigh, Oklahoma
South Euclid, Ohio	South Euclid, Ohio
Kanopolis, Kansas	Kanopolis, Kansas
Shipshewana, Indiana	Shipshewana, Indiana
Jasper, Florid	Jasper, Florida
Milliken, Kolorado	Milliken, Colorado
Bartlett, Nebraska	Bartlett, Nebraska
Fulton, Indiana	Fulton, Indiana
Montpelier, Lwizyana	Montpelier, Louisiana
Wahpeton, Iowa	Wahpeton, Iowa
Montezuma, Iowa	Montezuma, Iowa
Cincinnati, Iowa	Cincinnati, Iowa
Sartell, Minnesota	Sartell, Minnesota
Greenfield, Iowa	Greenfield, Iowa
Tyrone, Oklahoma	Tyrone, Oklahoma
Walker, Minnesota	Walker, Minnesota
Johnston, Iowa	Johnston, Iowa
Le Center, Minnesota	Le Center, Minnesota
Superior, Iowa	Superior, Iowa
Pocahontas, Iowa	Pocahontas, Iowa
Lone Rock, Iowa	Lone Rock, Iowa
Leon, Iowa	Leon, Iowa
Broadview Heights, Ohio	Broadview Heights, Ohio
Royal, Iowa	Royal, Iowa
Mount Ayr, Iowa	Mount Ayr, Iowa
Nichols Hills, Oklahoma	Nichols Hills, Oklahoma
Carmen, Oklahoma	Carmen, Oklahoma
Litchfield, Minnesota	Litchfield, Minnesota
Ellsworth, Minnesota	Ellsworth, Minnesota
Hinsdale, New Hampshire	Hinsdale, New Hampshire
McIntire, Iowa	McIntire, Iowa
Sodaville, Oregon	Sodaville, Oregon
Marietta, Minnesota	Marietta, Minnesota
Union, Nebraska	Union, Nebraska
Winnebago, Nebraska	Winnebago, Nebraska
Abbyville, Kansas	Abbyville, Kansas
Ans Wouj (komin)	Anse-Rouge
Richland, Georgie	Richland, Georgia
Persia, Iowa	Persia, Iowa
State Center, Iowa	State Center, Iowa
Claypool, Indiana	Claypool, Indiana
Ledyard, Iowa	Ledyard, Iowa
La Porte City, Iowa	La Porte City, Iowa
Subiaco, Arkansas	Subiaco, Arkansas
Stanwood, Iowa	Stanwood, Iowa
Northwood, Iowa	Northwood, Iowa
Sigourney, Iowa	Sigourney, Iowa
Benson, Minnesota	Benson, Minnesota
Lu Verne, Iowa	Lu Verne, Iowa
Lakota, Iowa	Lakota, Iowa
Norway, Iowa	Norway, Iowa
Rockwell, Iowa	Rockwell, Iowa
Upper Sandusky, Ohio	Upper Sandusky, Ohio
Madison, Minnesota	Madison, Minnesota
Ringsted, Iowa	Ringsted, Iowa
Osceola, Iowa	Osceola, Iowa
Hallock, Minnesota	Hallock, Minnesota
Ruthven, Iowa	Ruthven, Iowa
Sibley, Iowa	Sibley, Iowa
Greenville, Iowa	Greenville, Iowa
Fenton, Iowa	Fenton, Iowa
Jamaica, Iowa	Jamaica, Iowa
Geneva, Iowa	Geneva, Iowa
Guthrie Center, Iowa	Guthrie Center, Iowa
Sidney, Iowa	Sidney, Iowa
Alta, Iowa	Alta, Iowa
Arcadia, Iowa	Arcadia, Iowa
Arion, Iowa	Arion, Iowa
Grafton, Iowa	Grafton, Iowa
Dickens, Iowa	Dickens, Iowa
Forest City, Iowa	Forest City, Iowa
Everly, Iowa	Everly, Iowa
Archer, Iowa	Archer, Iowa
Monticello, Minnesota	Monticello, Minnesota
Hugo, Minnesota	Hugo, Minnesota
North Branch, Minnesota	North Branch, Minnesota
Lawton, Iowa	Lawton, Iowa
Marcus, Iowa	Marcus, Iowa
Weldon, Iowa	Weldon, Iowa
Coralville, Iowa	Coralville, Iowa
Crawfordsville, Iowa	Crawfordsville, Iowa
Rowley, Iowa	Rowley, Iowa
North Liberty, Iowa	North Liberty, Iowa
Iola, Kansas	Iola, Kansas
Fairfield, Iowa	Fairfield, Iowa
Pittsburg, Kansas	Pittsburg, Kansas
Ottawa, Kansas	Ottawa, Kansas
Eldridge, Iowa	Eldridge, Iowa
Concordia, Kansas	Concordia, Kansas
Leland, Iowa	Leland, Iowa
Webster City, Iowa	Webster City, Iowa
Vinton, Iowa	Vinton, Iowa
New Hartford, Iowa	New Hartford, Iowa
Waukee, Iowa	Waukee, Iowa
Audubon Park, Kentucky	Audubon Park, Kentucky
Center Point, Indiana	Center Point, Indiana
Alexander, Iowa	Alexander, Iowa
Aplington, Iowa	Aplington, Iowa
Alta Vista, Iowa	Alta Vista, Iowa
Avoca, Iowa	Avoca, Iowa
Protivin, Iowa	Protivin, Iowa
Clay Center, Kansas	Clay Center, Kansas
Belle Plaine, Iowa	Belle Plaine, Iowa
Cresco, Iowa	Cresco, Iowa
Burt, Iowa	Burt, Iowa
Bloomfield, Iowa	Bloomfield, Iowa
Runnells, Iowa	Runnells, Iowa
Elkhart, Iowa	Elkhart, Iowa
Sheldahl, Iowa	Sheldahl, Iowa
Polk City, Iowa	Polk City, Iowa
Mitchellville, Iowa	Mitchellville, Iowa
Aurora, Iowa	Aurora, Iowa
Mayisad (komin)	Maïssade
Ashton, Iowa	Ashton, Iowa
Wildwood, Kentucky	Wildwood, Kentucky
Luxemburg, Iowa	Luxemburg, Iowa
Delta, Iowa	Delta, Iowa
Wister, Oklahoma	Wister, Oklahoma
Ada, Minnesota	Ada, Minnesota
Xenia, Ohio	Xenia, Ohio
Ordway, Kolorado	Ordway, Colorado
Crittenden, Kentucky	Crittenden, Kentucky
Orient, Iowa	Orient, Iowa
Fostoria, Iowa	Fostoria, Iowa
Gillett Grove, Iowa	Gillett Grove, Iowa
Afton, Iowa	Afton, Iowa
Norton, Kansas	Norton, Kansas
Grand Marais, Minnesota	Grand Marais, Minnesota
Preston, Minnesota	Preston, Minnesota
Elk Horn, Iowa	Elk Horn, Iowa
Sheffield, Iowa	Sheffield, Iowa
Medicine Lake, Minnesota	Medicine Lake, Minnesota
Kentland, Indiana	Kentland, Indiana
Medora, Indiana	Medora, Indiana
Richmond, Ilinwa	Richmond, Illinois
Oak Grove, Minnesota	Oak Grove, Minnesota
Melvern, Kansas	Melvern, Kansas
Alamo, Tennessee	Alamo, Tennessee
Burr, Nebraska	Burr, Nebraska
Tribune, Kansas	Tribune, Kansas
Whalan, Minnesota	Whalan, Minnesota
Booneville, Kentucky	Booneville, Kentucky
Straughn, Indiana	Straughn, Indiana
Delhi, Iowa	Delhi, Iowa
Exline, Iowa	Exline, Iowa
Iowa Falls, Iowa	Iowa Falls, Iowa
Morrowville, Kansas	Morrowville, Kansas
Peterson, Iowa	Peterson, Iowa
Watterson Park, Kentucky	Watterson Park, Kentucky
Lyman, Nebraska	Lyman, Nebraska
Chambers, Nebraska	Chambers, Nebraska
Chatsworth, Iowa	Chatsworth, Iowa
Wilton, Iowa	Wilton, Iowa
Canton, Kansas	Canton, Kansas
Pierson, Iowa	Pierson, Iowa
Ney, Ohio	Ney, Ohio
Toledo, Iowa	Toledo, Iowa
Danforth, Ilinwa	Danforth, Illinois
5 (menm non)	5 (disambiguation)
Lena, Mississippi	Lena, Mississippi
Ridge Farm, Ilinwa	Ridge Farm, Illinois
Elmore City, Oklahoma	Elmore City, Oklahoma
Lockridge, Iowa	Lockridge, Iowa
Southern View, Ilinwa	Southern View, Illinois
Kirkman, Iowa	Kirkman, Iowa
Freedom, Oklahoma	Freedom, Oklahoma
Warsaw, Kentucky	Warsaw, Kentucky
Lancaster, Minnesota	Lancaster, Minnesota
Hollandale, Minnesota	Hollandale, Minnesota
Canyon Rim, Utah	Canyon Rim, Utah
Dayton, Iowa	Dayton, Iowa
Cairo, Ohio	Cairo, Ohio
Northboro, Iowa	Northboro, Iowa
Hartford, Iowa	Hartford, Iowa
Wadsworth, Ilinwa	Wadsworth, Illinois
Newport, Indiana	Newport, Indiana
Guymon, Oklahoma	Guymon, Oklahoma
Maple Park, Ilinwa	Maple Park, Illinois
Mèki (menm non)	Mercure
Rising Sun, Indiana	Rising Sun, Indiana
Mullinville, Kansas	Mullinville, Kansas
Downsville, Lwizyana	Downsville, Louisiana
Eskridge, Kansas	Eskridge, Kansas
Phoenix, Oregon	Phoenix, Oregon
Jasper, Minnesota	Jasper, Minnesota
Hermiston, Oregon	Hermiston, Oregon
Granger, Iowa	Granger, Iowa
Bedford, Iowa	Bedford, Iowa
Ainsworth, Iowa	Ainsworth, Iowa
Birmingham, Iowa	Birmingham, Iowa
Albert City, Iowa	Albert City, Iowa
Graettinger, Iowa	Graettinger, Iowa
Anthon, Iowa	Anthon, Iowa
George, Iowa	George, Iowa
Bevington, Iowa	Bevington, Iowa
Hampton, Iowa	Hampton, Iowa
Allerton, Iowa	Allerton, Iowa
Hiawatha, Iowa	Hiawatha, Iowa
Bussey, Iowa	Bussey, Iowa
Buffalo Center, Iowa	Buffalo Center, Iowa
Hastings, Iowa	Hastings, Iowa
Albion, Iowa	Albion, Iowa
Defiance, Iowa	Defiance, Iowa
Cylinder, Iowa	Cylinder, Iowa
S.N.P.J., Pennsilvani	S.N.P.J., Pennsylvania
Auburn, Iowa	Auburn, Iowa
Calumet, Iowa	Calumet, Iowa
Alden, Iowa	Alden, Iowa
Akron, Iowa	Akron, Iowa
Greeley, Kansas	Greeley, Kansas
Barnes City, Iowa	Barnes City, Iowa
DeQuincy, Lwizyana	DeQuincy, Louisiana
Coggon, Iowa	Coggon, Iowa
Russiaville, Indiana	Russiaville, Indiana
Byron, Georgie	Byron, Georgia
Greenwood, Minnesota	Greenwood, Minnesota
Garber, Iowa	Garber, Iowa
Oswego, Ilinwa	Oswego, Illinois
Waldorf, Minnesota	Waldorf, Minnesota
Watson, Minnesota	Watson, Minnesota
Waite Park, Minnesota	Waite Park, Minnesota
Redwood Falls, Minnesota	Redwood Falls, Minnesota
Saint Joseph, Minnesota	St. Joseph, Minnesota
Jordan, Minnesota	Jordan, Minnesota
Hermantown, Minnesota	Hermantown, Minnesota
Morris, Minnesota	Morris, Minnesota
Isanti, Minnesota	Isanti, Minnesota
Farwell, Minnesota	Farwell, Minnesota
Glencoe, Minnesota	Glencoe, Minnesota
Le Sueur, Minnesota	Le Sueur, Minnesota
Ashland, Ilinwa	Ashland, Illinois
Menahga, Minnesota	Menahga, Minnesota
Zumbrota, Minnesota	Zumbrota, Minnesota
Wadena, Minnesota	Wadena, Minnesota
Hephzibah, Georgie	Hephzibah, Georgia
Rogers, Minnesota	Rogers, Minnesota
Mahtomedi, Minnesota	Mahtomedi, Minnesota
Ogema, Minnesota	Ogema, Minnesota
Vermillion, Minnesota	Vermillion, Minnesota
Greenfield, Minnesota	Greenfield, Minnesota
Garfield, Minnesota	Garfield, Minnesota
Dexter, Minnesota	Dexter, Minnesota
Plummer, Minnesota	Plummer, Minnesota
Holland, Minnesota	Holland, Minnesota
Leetonia, Ohio	Leetonia, Ohio
Trommald, Minnesota	Trommald, Minnesota
Zemple, Minnesota	Zemple, Minnesota
Spring Valley, Minnesota	Spring Valley, Minnesota
Florence, Minnesota	Florence, Minnesota
Glenwood, Minnesota	Glenwood, Minnesota
Tracy, Minnesota	Tracy, Minnesota
Park Rapids, Minnesota	Park Rapids, Minnesota
Goodhue, Minnesota	Goodhue, Minnesota
Ripley, Mississippi	Ripley, Mississippi
Plato, Minnesota	Plato, Minnesota
Zumbro Falls, Minnesota	Zumbro Falls, Minnesota
Geneva, Minnesota	Geneva, Minnesota
Northome, Minnesota	Northome, Minnesota
Randolph, Minnesota	Randolph, Minnesota
Raymond, Minnesota	Raymond, Minnesota
Gilbert, Minnesota	Gilbert, Minnesota
Gibbon, Minnesota	Gibbon, Minnesota
Mahnomen, Minnesota	Mahnomen, Minnesota
Heidelberg, Minnesota	Heidelberg, Minnesota
Chesterfield, Indiana	Chesterfield, Indiana
Karlstad, Minnesota	Karlstad, Minnesota
Lewiston, Minnesota	Lewiston, Minnesota
Fairview, Dakota disid	Fairview, South Dakota
McGregor, Minnesota	McGregor, Minnesota
Delhi, Minnesota	Delhi, Minnesota
Nashville, Indiana	Nashville, Indiana
Mora, Minnesota	Mora, Minnesota
Cheneyville, Lwizyana	Cheneyville, Louisiana
Milan, Minnesota	Milan, Minnesota
Marianna, Florid	Marianna, Florida
Bethany, Oklahoma	Bethany, Oklahoma
