អាហ្វ្រិក	Africa
ទំព័រគំរូ:S-ttl	Template:S-ttl
ទំព័រគំរូ:Infobox former country	Template:Infobox former country
ទំព័រគំរូ:IPA-en	Template:IPA-en
ទំព័រគំរូ:JPN	Template:JPN
ទំព័រគំរូ:ភូមិភាគទាំង៩របស់ជប៉ុន	Template:Regions and administrative divisions of Japan
ទំព័រគំរូ:Merge from	Template:Merge from
ទំព័រគំរូ:Cmbox	Template:Cmbox
ទំព័រគំរូ:ASIN	Template:ASIN
ជំនួយ:តារាង	Help:Table
ទំព័រគំរូ:Precision	Template:Precision
ទំព័រគំរូ:End date	Template:End date
ទំព័រគំរូ:Gbmapping	Template:Gbmappingsmall
ទំព័រគំរូ:User wikipedia/Checkuser	Template:User wikipedia/Checkuser
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសប៉ាគីស្ថាន	Template:PAK
ទំព័រគំរូ:Age in days nts	Template:Age in days
ទំព័រគំរូ:S-bef	Template:S-bef
ទំព័រគំរូ:Nations at the 2008 Summer Olympics	Template:Nations at the 2008 Summer Olympics
ទំព័រគំរូ:Guideline	Template:Guideline
ទំព័រគំរូ:JULIANDAY	Template:JULIANDAY
ទំព័រគំរូ:Xpd0	Template:Xpd0
ទំព័រគំរូ:Xpd3	Template:Xpd3
ទំព័រគំរូ:Mbox	Template:Mbox
ទំព័រគំរូ:Disagree	Template:Disagree
ទំព័រគំរូ:DNB portal	Template:German National Library portal
ទំព័រគំរូ:Talkarchive	Template:Talk archive
ទំព័រគំរូ:Lt	Template:Lt icon
ទំព័រគំរូ:Pagetype	Template:Pagetype
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអ៊ីរ៉ង់	Template:IRN
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហ្សកដង់	Template:JOR
ទំព័រគំរូ:Bibleverse	Template:Bibleverse
ទំព័រគំរូ:Infobox historical event	Template:Infobox historical event
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហុងកុង	Template:HKG
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងជើង	Template:PRK
ទំព័រគំរូ:Infobox continent	Template:Infobox continent
ទំព័រគំរូ:Date	Template:Date
ទំព័រគំរូ:BHU	Template:BTN
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសសិង្ហបុរី	Template:SGP
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌា	Template:IND
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាកាវ	Template:MAC
ទំព័រគំរូ:សបា្ដហ៍	Template:Days of the week
ទំព័រគំរូ:To do	Template:To do
ទំព័រគំរូ:Colors	Template:Colors
ទំព័រគំរូ:CURRENTJULIANDAY	Template:CURRENTJULIANDAY
ទំព័រគំរូ:Nobold	Template:Nobold
ចំណាត់ថ្នាក់ក្រុម:User ja-N	Category:User ja-N
ទំព័រគំរូ:Multicol-break	Template:Multicol-break
ទំព័រគំរូ:Largest cities	Template:Largest cities
ទំព័រគំរូ:PDFlink	Template:PDFlink
ទំព័រគំរូ:Ca icon	Template:Ca icon
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអាល្លឺម៉ងខាងកើត	Template:Country data West Germany
ទំព័រគំរូ:Region history	Template:Region history sidebar title
ទំព័រគំរូ:Lang-ru	Template:Lang-ru
វិគីភីឌា:Welcoming committee	Wikipedia:Welcoming committee
ទំព័រគំរូ:Br separated entries	Template:Br separated entries
ទំព័រគំរូ:Infobox saint	Template:Infobox saint
ទំព័រគំរូ:URL	Template:URL
ទំព័រគំរូ:Hidden end	Template:Hidden end
ទំព័រគំរូ:ណែនាំ	Template:Disambiguation
ទំព័រគំរូ:Tlsp	Template:Tlsp
ទំព័រគំរូ:Xt	Template:Xt
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហុងកុង	Template:Country data Hong Kong
ទំព័រគំរូ:DEFAULTSORT	Template:DEFAULTSORT
ទំព័រគំរូ:Copy to Wiktionary	Template:Copy to Wiktionary
ទំព័រគំរូ:No	Template:Not done
ទំព័រគំរូ:Tick	Template:Tick
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ ប្រអប់ព័ត៌មាន	Category:Infobox templates
ចំណាត់ថ្នាក់ក្រុម:Lists of flags	Category:Lists and galleries of flags
ទំព័រគំរូ:Topic	Template:Topic
ទំព័រគំរូ:ទិន្នន័យប្រទេស Nazi Germany	Template:Country data Nazi Germany
ទំព័រគំរូ:Select skin	Template:Select skin
ទំព័រគំរូ:Plainlist	Template:Plainlist
ចំណាត់ថ្នាក់ក្រុម:ហិរញ្ញវត្ថុសាធារណៈ	Category:Public finance
ទំព័រគំរូ:Divbox	Template:Divbox
ចំណាត់ថ្នាក់ក្រុម:អ្នកថតរូប	Category:Photography
ទំព័រគំរូ:Contains Japanese text	Template:Contains Japanese text
ទំព័រគំរូ:Para	Template:Para
ទំព័រគំរូ:Partial	Template:Partial
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះយោធា	Category:Military aircraft
ទំព័រគំរូ:Conduct policy list	Template:Conduct policy list
ទំព័រគំរូ:Legend inline	Template:Legend inline
ទំព័រគំរូ:Death year and age	Template:Death year and age
ទំព័រគំរូ:LAO	Template:LAO
ទំព័រគំរូ:User zh-min-nan	Template:User nan
ទំព័រគំរូ:User zh-min-nan-1	Template:User nan-1
ទំព័រគំរូ:GRC	Template:GRC
ទំព័រគំរូ:PRT	Template:PRT
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសបង់ក្លាដែស្ស	Template:BGD
ទំព័រគំរូ:States of Austria	Template:States of Austria
ទំព័រគំរូ:Order of magnitude	Template:Order of magnitude
ទំព័រគំរូ:Category see also	Template:Category see also
ទំព័រគំរូ:Tlf	Template:Tlf
ទំព័រគំរូ:For	Template:For
ទំព័រគំរូ:Ifsubst	Template:Ifsubst
ទំព័រគំរូ:Not done-t	Template:Not done-t
ទំព័រគំរូ:Done-t	Template:Done-t
ទំព័រគំរូ:X mark-n	Template:X mark-n
ទំព័រគំរូ:Check mark-n	Template:Check mark-n
ទំព័រគំរូ:Sec link image	Template:Sec link image
ទំព័រគំរូ:Lower	Template:Lower
ទំព័រគំរូ:Voidd	Template:Voidd
ទំព័រគំរូ:Caution	Template:Caution
ទំព័រគំរូ:Flag template documentation	Template:Flag template documentation
ទំព័រគំរូ:Backlog	Template:Backlog
ទំព័រគំរូ:Osmrelation	Template:OSM relation
ទំព័រគំរូ:Science	Template:Science
ទំព័រគំរូ:ISOCALENDAR	Template:ISOCALENDAR
ចំណាត់ថ្នាក់ក្រុម:អង្គការមិនរកប្រាក់កំរៃ	Category:Nonprofit organizations
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អុីដ្រូសែន	Template:Infobox hydrogen
ទំព័រគំរូ:High-risk	Template:High-risk
ទំព័រគំរូ:Lang-uk	Template:Lang-uk
ទំព័រគំរូ:Contains Chinese text	Template:Contains Chinese text
ទំព័រគំរូ:KHM	Template:KHM
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អង្គការ	Template:Infobox organization
ទំព័រគំរូ:MNE	Template:MNE
ទំព័រគំរូ:Category TOC	Template:Category TOC
ទំព័រគំរូ:Thumbs up	Template:Thumbs up
ទំព័រគំរូ:Elementbox header	Template:Elementbox header
ទំព័រគំរូ:Resize	Template:Resize
ទំព័រគំរូ:IPA-fr	Template:IPA-fr
ទំព័រគំរូ:Fix	Template:Fix
ទំព័រគំរូ:Lang-nl	Template:Lang-nl
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសមីយ៉ាន់ម៉ា	Template:MMR
ទំព័រគំរូ:Lang-id	Template:Lang-id
ទំព័រគំរូ:GSE	Template:GSEn
ទំព័រគំរូ:MONTHDAYS	Template:MONTHDAYS
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងត្បូង	Template:KOR
ទំព័រគំរូ:EMedicine2	Template:EMedicine2
ទំព័រគំរូ:Chinese name	Template:Chinese name
ទំព័រគំរូ:Tn	Template:Tn
ទំព័រគំរូ:លំហឈ្មោះ	Template:Namespaces
ចំណាត់ថ្នាក់ក្រុម:User gsw-1	Category:User gsw-1
ទំព័រគំរូ:ទិន្នន័យប្រទេស កាតារ	Template:Country data Qatar
ទំព័រគំរូ:User it-2	Template:User it-2
ទំព័រគំរូ:Val	Template:Val
ទំព័រគំរូ:Lang-fr	Template:Lang-fr
ទំព័រគំរូ:មេកានិចក្លាស់សិច	Template:Classical mechanics
ទំព័រគំរូ:Superimpose	Template:Superimpose
ទំព័រគំរូ:FRA	Template:FRA
ទំព័រគំរូ:Age	Template:Age
ទំព័រគំរូ:Wrap	Template:Wrap
ទំព័រគំរូ:International trade	Template:International trade
ទំព័រគំរូ:Hang on	Template:Hang on
ទំព័រគំរូ:Flagicon image	Template:Flagicon image
ទំព័រគំរូ:Pending	Template:Pending
ទំព័រគំរូ:Infobox person	Template:Infobox person
ទំព័រគំរូ:?	Template:?
ទំព័រគំរូ:Concat	Template:Concat
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអ៊ីស្រាអែល	Template:Country data Israel
ទំព័រគំរូ:Number table sorting	Template:Number table sorting
ទំព័រគំរូ:List of European capitals by region	Template:List of European capitals by region
ទំព័រគំរូ:ទិន្នន័យប្រទេស កូឡុំប៊ី	Template:Country data Colombia
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសប៉ាគីស្ថាន	Template:Country data Pakistan
ទំព័រគំរូ:ទិន្នន័យប្រទេស Ghana	Template:Country data Ghana
ទំព័រគំរូ:ទិន្នន័យប្រទេស កូរ៉េខាងត្បូង	Template:Country data South Korea
ទំព័រគំរូ:CIA World Factbook	Template:CIA World Factbook
ទំព័រគំរូ:Legend-line	Template:Legend-line
ចំណាត់ថ្នាក់ក្រុម:ព្រះមហាក្សត្រខ្មែរ	Category:Cambodian monarchs
ទំព័រគំរូ:Election table	Template:Election table
ទំព័រគំរូ:World Trade Organization	Template:World Trade Organization
ទំព័រគំរូ:UF-coord-classes	Template:UF-coord-classes
ទំព័រគំរូ:Coord	Template:Coord
ទំព័រគំរូ:POV	Template:POV
ទំព័រគំរូ:Citation/make link	Template:Citation/make link
ចំណាត់ថ្នាក់ក្រុម:20th-century births	Category:20th-century births
ទំព័រគំរូ:Dmoz	Template:Dmoz
ចំណាត់ថ្នាក់ក្រុម:ពហុកោណ	Category:Polygons
ទំព័រគំរូ:Fide	Template:Fide
ទំព័រគំរូ:User lb-1	Template:User lb-1
ទំព័រគំរូ:Dated maintenance category	Template:Dated maintenance category
ទំព័រគំរូ:User fr-4	Template:User fr-4
ទំព័រគំរូ:អាស៊ីហ្គេម	Template:Asian Games
