ਅਫ਼ਰੀਕਾ	Africa
ਕੁੰਤੀ	Kunti
ਦੱਖਣੀ ਕੈਲੀਫ਼ੋਰਨੀਆ	Southern California
ਪ੍ਰਸ਼ਾਂਤ ਟਾਪੂ	Pacific Islands
ਕੱਛ ਦੀ ਖਾੜੀ	Gulf of Kutch
ਕਲਸ਼ ਲੋਕ	Kalash people
ਚੇਪੀ	Label
ਸਨਾਇਪਰ ੨	Sniper 2
ਮਹਾਜਨਪਦ	Mahajanapada
ਅਰਥਸ਼ਾਸਤਰ ਦਾ ਸ਼ਿਕਾਗੋ ਸਕੂਲ	Chicago school of economics
ਗ਼ੁਲਾਮ ਖ਼ਾਨਦਾਨ	Mamluk Dynasty (Delhi)
ਸ਼ਹਿਨਾਈ	Shehnai
ਮੀਮਾਂਸਾ	Mīmāṃsā
ਸ਼ੈਲੀ (ਗਲਪ)	Style (fiction)
ਮਹਾਂ ਸ਼ਿਵਰਾਤਰੀ	Maha Shivaratri
ਇਸ਼ਤਾਦਿਊ ਮੁਨਸਿਪਲ ਡੀ ਬ੍ਰਾਗਾ	Estádio Municipal de Braga
ਅਲਮੂਦੇਨਾ ਗਿਰਜਾਘਰ	Almudena Cathedral
ਪਾਕੀਜ਼ਾ	Pakeezah
ਅਸ਼ਵਗੰਧਾ	Withania somnifera
ਅਲਬਾਹਾ ਸੂਬਾ	Al Bahah Region
ਨੈੱਟ ਨਿਰਪੱਖਤਾ	Net neutrality
ਪੰਜਾਬੀ ਲੋਕ	Punjabi people
ਮਾਰਕਸੀ ਅਰਥਸ਼ਾਸਤਰ	Marxian economics
ਭਗਭਦਰ	Bhagabhadra
ਡਾ. ਭਗਵਾਨ ਦਾਸ	Bhagwan Das
ਭਾਰਤੀ ਬਰੇਲ	Bharati Braille
ਭੰਗੜਾ	Bhangra (music)
ਨੰਦੇੜ	Nanded
ਭੁਪੇਨ ਹਜਾਰਿਕਾ	Bhupen Hazarika
ਵਿਸ਼ਵ ਜਨਸੰਖਿਆ ਦਿਵਸ	World Population Day
ਭੁਵਨ ਸੋਮ	Bhuvan Shome
ਰੁਦਰ	Rudra
ਚਿਵਾਵਾ ਮਾਰੂਥਲ	Chihuahuan Desert
ਕੁੜਤਾ	Kurta
ਅੰਤਰਰਾਸ਼ਟਰੀ ਨ੍ਰਿਤ ਦਿਵਸ	International Dance Day
ਸਰਗੋਧਾ	Sargodha
﻿ਬੀਬੀ ਕਾ ਮਕਬਰਾ	Bibi Ka Maqbara
ਸੰਸਾਰ ਰੇਖਾ	World line
ਜਮੀਲਾ (ਨਾਵਲ)	Jamila (novel)
ਰਾਸ਼ਟਰਕੂਟ ਰਾਜਵੰਸ਼	Rashtrakuta dynasty
ਬ੍ਰਹਮੋਸ	BrahMos
ਰੁਮਾਂਸ ਨਾਵਲ	Romance novel
ਬਜ ਬਜ	Budge Budge
ਆਵਾਰਾ (ਫ਼ਿਲਮ)	Awara (1951 film)
ਓਸਮ ਗਾਡ	Awesome God
ਬੀਜੂ ਜਨਤਾ ਦਲ	Biju Janata Dal
ਚੰਦੇਰੀ	Chanderi
ਦੁਪਾਸੜਵਾਦ	Bilateralism
ਅ ਥਾਊਜੈਂਡ ਸਪਲੈਨਡਿਡ ਸਨਜ਼	A Thousand Splendid Suns
ਜੋਫ਼ਖ਼ੁਆ-ਗੀਸ਼ਾਖ਼ ਸਟੇਡੀਅਮ	Stade Geoffroy-Guichard
ਇੱਕ ਔਰਤ ਦਾ ਚਿਹਰਾ	The Portrait of a Lady
ਘਣ	Cube (algebra)
ਬਿਠੂਰ	Bithoor
ਬੰਨ੍ਹਵੀਂ ਖ਼ੁਰਾਕ	Dieting
ਮਾਲਵਾ	Malwa, Punjab
ਮਾਝਾ	Majha
ਰੇਈਫ਼ਿਕੇਸ਼ਨ (ਮਾਰਕਸਵਾਦ)	Reification (Marxism)
ਵਾਲਡਨ	Walden
ਡਾਕਟਰ ਬਿਨਾਇਕ ਸੇਨ	Binayak Sen
ਵਿਸ਼ਵ ਅਧਿਆਪਕ ਦਿਵਸ	World Teachers' Day
ਈਸਪ ਦੀਆਂ ਕਹਾਣੀਆਂ	Aesop's Fables
ਬਿਸ਼ਨੋਈ ਧਰਮ	Bishnois
ਖ਼ੋਆਨ ਮੀਰੋ ਸੰਸਥਾ	Fundació Joan Miró
ਕਾਰਡਿਫ਼ ਸਿਟੀ ਸਟੇਡੀਅਮ	Cardiff City Stadium
ਆਪੇਰਾ ਮੋਬਾਇਲ	Opera Mobile
ਬਲੂਮਫ਼ੀਲਡ ਰੋਡ	Bloomfield Road
ਸੰਸਾਰ ਇਨਕਲਾਬ	World revolution
ਮੇਨ ਦੀ ਖਾੜੀ	Gulf of Maine
ਸੈਕਸ ਆਨ ਦ ਬੀਚ	Sex on the Beach
ਦੁਨੀਆਂ ਭਰ ਦੇ ਮਜਦੂਰੋ ਇੱਕ ਹੋ ਜਾਓ!	Workers of the world, unite!
ਮਾਇਆ ਦੇਵੀ	Maya (mother of Buddha)
ਹਿੰਦੂ ਮਿਥਿਹਾਸ	Hindu mythology
ਇਟਾਵਾ	Etawah
ਚਿਤਰਾਲ ਜਿਲਾ	Chitral District
ਆਧੁਨਿਕਤਾਵਾਦ	Modernism
ਬਘਿਆੜਾਂ ਦੇ ਵੱਸ	Naked Among Wolves (novel)
ਗਰਬਾ	Garba (dance)
ਕਾਲੀ ਮੱਛਰੀ	Anthocoridae
ਚੀਕਾ	Cheeka
ਬਲੱਡ ਮਨੀ	Blood money (restitution)
ਬਲੱਡ ਵੈਡਿੰਗ	Blood Wedding
ਫ਼ੌਜਾ ਸਿੰਘ	Fauja Singh
ਸਾਂਦਲ ਬਾਰ	Sandal Bar
ਬੋਫੋਰਸ ਘੁਟਾਲਾ	Bofors scandal
ਵਸੁਦੇਵ	Vasudeva
ਕਾਕੇਸ਼ੀਅਨ ਚਾਕ ਸਰਕਲ	The Caucasian Chalk Circle
ਬੋਰਿਸ ਗੋਦੂਨੋਵ (ਨਾਟਕ)	Boris Godunov (play)
ਪਾਲਾਗੰਮੀ ਸਾਈਨਾਥ	Palagummi Sainath
੨੦੦੭-੨੦੦੮ ਦਾ ਮਾਲੀ ਸੰਕਟ	Financial crisis of 2007–08
ਆਲਤਾਮੀਰਾ ਦੀ ਗੁਫ਼ਾ	Cave of Altamira and Paleolithic Cave Art of Northern Spain
ਸ਼ਿਰਕ (ਇਸਲਾਮ)	Shirk (Islam)
ਗੁੱਗਲ	Commiphora wightii
ਖ਼ਾਲਿਸਤਾਨ	Khalistan movement
ਗੋਦਾਨ (ਨਾਵਲ)	Godaan
ਜਨਤਾ ਦਲ (ਯੁਨਾਈਟਡ)	Janata Dal (United)
ਚੋਣ ਪਰਚੀ	Ballot
ਮੀਰ ਅਮਨ	Mir Amman
ਵਲੀ ਮੁਹੰਮਦ ਵਲੀ	Wali Mohammed Wali
ਸ਼ਈਓ ਦੀ ਪਾਗਲ ਔਰਤ	The Madwoman of Chaillot
ਟਰਾਂਸਨਿਸਤਰੀਆ	Transnistria
ਸਪੇਨ ਦੇ ਰਾਸ਼ਟਰੀ ਸਮਾਰਕ	National monuments of Spain
ਕਲੰਕ (ਨਾਵਲ)	The Scarlet Letter
ਜੈਰਾਮ ਰਮੇਸ਼	Jairam Ramesh
ਦ ਡੈਨ	The Den
ਮੁਦਕੀ ਦੀ ਲੜਾਈ	Battle of Mudki
ਮੁਲ‍ਤਾਨੀ ਮਿੱਟੀ	Fuller's earth
ਦੁਪੱਟਾ	Dupatta
ਨਕਸਲੀ	Naxalite
ਦੱਖਣੀ ਅਮਰੀਕਾ ਦੇ ਦੇਸ਼	List of sovereign states and dependent territories in South America
ਤ੍ਰਿਣਮੂਲ ਕਾਂਗਰਸ	All India Trinamool Congress
ਸੰਗ	Shyness
ਦ ਮੇਕਿੰਗ ਆਫ਼ ਇੰਗਲਿਸ਼ ਵਰਕਿੰਗ ਕਲਾਸ	The Making of the English Working Class
ਮਦਦ:ਵਿਸ਼ਾ-ਵਸਤੂ	Help:Contents
ਵਧਾਈ ਪੱਤਰ	Greeting card
ਗਿਆਨਪੀਠ ਇਨਾਮ	Jnanpith Award
ਟੁਟਪੂੰਜੀਆਪਣ	Philistinism
ਪਟਿਆਲਾ ਰਿਆਸਤ	Patiala State
ਰੁਸਤਮ-ਸੋਹਰਾਬ	Rostam and Sohrab
ਲਕਸ਼ਮਣ	Lakshmana
ਅਨੋਇਤਾ ਸਟੇਡੀਅਮ	Anoeta Stadium
ਹਰਭਜਨ ਸਿੰਘ ਯੋਗੀ	Harbhajan Singh Khalsa
ਖ਼ਿਲਜੀ ਖ਼ਾਨਦਾਨ	Khilji dynasty
ਬੂਥੀਆ ਦੀ ਖਾੜੀ	Gulf of Boothia
ਉਰਦੂ ਸਾਹਿਤ	Urdu literature
ਦੋਸਾ	Dosa
ਕੋਫ਼ੀ ਅਵੂਨੋਰ	Kofi Awoonor
ਸਨਤਨਦਿਰ ਵੱਡਾ ਗਿਰਜਾਘਰ	Santander Cathedral
ਫਿਰਾਕ	Firaaq
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਫ੍ਰੀਸਟਾਇਲ ੮੪ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's freestyle 84 kg
ਆਤਾਪੁਐਰਕਾ ਪਹਾੜ	Atapuerca Mountains
ਗੁਰਦੁਆਰਾ ਬਾਬਾ ਅਟੱਲ	Gurdwara Baba Atal
ਦ ਹਿੰਦੂ	The Hindu
ਇਤਾਲਵੀ ਸਾਮਰਾਜ	Italian Empire
ਕੁਇਯਾਰ ਕਿਲ੍ਹਾ	Cuéllar Castle
ਕਿਲ੍ਹਾ ਹਰਿਕ੍ਰਿਸ਼ਨਗੜ੍ਹ	Kishangarh
ਇਟਾਰਸੀ	Itarsi
ਹੁਸ਼ਿਆਰਪੁਰ	Hoshiarpur
ਗੁਜਰਾਤ (ਪਾਕਿਸਤਾਨ)	Gujrat City
ਗਣੇਸ਼ ਚਤੁਰਥੀ	Ganesh Chaturthi
ਨਾਭਾ ਰਿਆਸਤ	Nabha State
ਮੈਕਬਥ (1971 ਫ਼ਿਲਮ)	Macbeth (1971 film)
ਮਾਨੂਇਲ ਆਰੋਨ	Manuel Aaron
﻿ਸਜਦਾ	Sujud
ਪਦਮਾ ਦਰਿਆ	Padma River
ਕੇਲਾਂਗ	Keylong
ਰਣਨੀਤਕ ਯੋਜਨਾਬੰਦੀ	Strategic planning
ਪਦਮ ਭੂਸ਼ਣ	Padma Bhushan
ਜ਼ਾਕਿਰ ਨਾਇਕ	Zakir Naik
ਫ਼ੋਨਸੇਕਾ ਦੀ ਖਾੜੀ	Gulf of Fonseca
ਯੂਰੀ ਕਜ਼ਾਕੋਵ	Yury Kazakov
ਨੁਏਸਤਰਾ ਸੇਨਿਓਰਾ ਦੇ ਲਾ ਆਸੁਨਸੀਓਨ ਦਾ ਗਿਰਜਾ (ਵਾਲਦੇਮੋਰੋ)	Church of Nuestra Señora de la Asunción (Valdemoro)
ਕਰਾਨੀਕਲ ਆਫ਼ ਏ ਡੈਥ ਫ਼ੋਰਟੋਲਡ	Chronicle of a Death Foretold
ਝਰਨਿਆਂ ਦੀ ਸੂਚੀ	List of waterfalls
ਪੰਡੋਰਾ ਦਾ ਡੱਬਾ	Pandora's box
ਬਿਸ਼ਣੁਪੁਰ ਜ਼ਿਲਾ	Bishnupur district
ਪਰਜਾਨੀਆ	Parzania
ਉਂਨਾਵ	Unnao
ਤਪਨ ਸਿਨਹਾ	Tapan Sinha
ਮੋਹਿਨੀਅੱਟਮ	Mohiniyattam
ਕੇਸੂ	Butea monosperma
ਸਾਇਰਾ ਬਾਨੋ	Saira Banu
ਭਾਰਤੀ ਰਿਜ਼ਰਵ ਬੈਂਕ	Reserve Bank of India
ਯੇਰਮਾ	Yerma
ਸੰਨੀ ਦਿਓਲ	Sunny Deol
ਕੀ ਕਰਨਾ ਲੋੜੀਏ?	What Is to Be Done?
ਪ੍ਰਮਾਤਮਾ	Paramatman
ਛੋਟੀ ਸੀ ਬਾਤ (1975 ਫ਼ਿਲਮ)	Chhoti Si Baat
ਭਾਰਤੀ ਵਿਗਿਆਨ ਅਦਾਰਾ	Indian Institute of Science
ਪਦਮ ਸ਼੍ਰੀ	Padma Shri
ਲੱਖ	Lakh
ਸੋਨੂ ਕੱਕੜ	Sonu Kakkar
ਉਜਰਤੀ ਕਿਰਤ	Wage labour
ਰਾਹੂ	Rahu
ਲਾ ਸੈਊ ਦੁਰਜੈੱਲ ਗਿਰਜਾਘਰ	La Seu d'Urgell Cathedral
ਨਾਨਾ ਸਾਹਿਬ	Nana Sahib
ਸਾਂਤਾ ਅਗਵੇਦਾ ਦਾ ਮਹਿਲ	Castle of Santa Àgueda
ਦੱਖਣ-ਪੱਛਮੀ ਅਫ਼ਰੀਕਾ	South-West Africa
ਕੌਂਚ ਫਲੀ	Mucuna pruriens
ਕ੍ਰਿਸਟੋਫਰ ਕਾਡਵੈੱਲ	Christopher Caudwell
ਆਲਦੋ ਮੋਨਤਾਨੋ	Aldo Montano (fencer born 1978)
ਅਲਿਸਟੇਅਰ ਹੋਰਨ	Alistair Horne
ਨਿਕੋਲਾ ਵਾਪਤਸਾਰੋਵ	Nikola Vaptsarov
ਸਾਂਤਾ ਬਾਰਬਰਾ	Santa Barbara
ਦ ਵੈਲੀ (ਲੰਡਨ)	The Valley (London)
ਏਕ ਡਾਕਟਰ ਕੀ ਮੌਤ (1991 ਫ਼ਿਲਮ)	Ek Doctor Ki Maut
ਪਰਿਣੀਤਾ (1953 ਫ਼ਿਲਮ)	Parineeta (1953 film)
ਤੁਲਸੀ	Ocimum tenuiflorum
ਵੰਝਲੀ	Bansuri
ਆਰਤਤਮ 1	Artatama I
ਕਾਰਲੋ ਪੇਤਰੀਨੀ	Carlo Petrini
ਸਨਾਇਪਰ (੧੯੯੩ ਫ਼ਿਲਮ)	Sniper (1993 film)
ਸਾਧੂ ਸੁੰਦਰ ਸਿੰਘ	Sadhu Sundar Singh
﻿ਫ਼ਿਤਨਾ (ਸ਼ਬਦ)	Fitna (word)
ਕੁਲਚਾ	Kulcha
ਰੋਮਾਨਕੋਸ ਗਿਰਜਾਘਰ	Church of la Inmaculada Concepción (Romancos)
ਵਿਲੀਅਮ ਐਂਪਸਨ	William Empson
ਅਲਕੋਨੇਤਰ ਪੁੱਲ	Alconétar Bridge
ਰੋਹਤਕ ਜ਼ਿਲਾ	Rohtak district
Ka ਬੈਂਡ	Ka band
ਓਕਾਰਾ, ਪਾਕਿਸਤਾਨ	Okara, Pakistan
ਗੂਡੀਸਨ ਪਾਰਕ	Goodison Park
ਅਰਜਨਟੀਨੀ ਸਮੁੰਦਰ	Argentine Sea
ਫਰਾਂਸੀਸੀ ਬੋਲੀ ਸ਼ਬਦ-ਜੋੜ	French orthography
ਜਪੁਜੀ ਸਾਹਿਬ	Japji Sahib
ਸ਼ੇਖ਼ੂਪੁਰਾ	Sheikhupura
ਸਿੱਖਿਆ (ਭਾਰਤ)	Education in India
ਸਾਨ ਨਿਕੋਲਸ ਗਿਰਜਾਘਰ	Church of San Nicolás (Soria)
ਕੀਮੋਥੇਰੇਪੀ	Chemotherapy
ਮੈਲਕਮ ਬ੍ਰੈਡਬਰੀ	Malcolm Bradbury
ਐਲਨ ਟੇਟ	Allen Tate
ਬ੍ਰਹਿਮੰਡ ਪੁਰਾਣ	Brahmanda Purana
ਕੁਰਕਸ਼ੇਤਰ ਜ਼ਿਲਾ	Kurukshetra district
ਰਘੁਰਾਮ ਰਾਜਨ	Raghuram Rajan
ਖ਼ਾਲਿਦ ਅਬਦ ਅੱਲ੍ਹਾ	Khalid Abdalla
ਮਹਾਂਦੇਵ ਗੋਵਿੰਦ ਰਾਨਡੇ	Mahadev Govind Ranade
ਵਸੀਮ ਅਕਰਮ	Wasim Akram
ਰਾਜਵਰਧਨ ਸਿੰਘ ਰਾਠੌਰ	Rajyavardhan Singh Rathore
ਮਰਣਾਲ ਸੇਨ	Mrinal Sen
ਨੀਰਦ ਚੌਧਰੀ	Nirad C. Chaudhuri
ਮੁਹੰਮਦ ਅਯੂਬ ਖਾਨ	Ghazi Ayub Khan
ਪੁਰਸ਼ੋਤਮ ਦਾਸ ਟੰਡਨ	Purushottam Das Tandon
ਯੁਧਿਸ਼ਟਰ	Yudhisthira
ਮਾਈਕਲ ਪਰਹਾਮ	Michael Perham
ਲੇਮੈਨ ਐਬਟ	Lyman Abbott
ਵੀਵਰ ਐਡਮਜ਼	Weaver W. Adams
ਸ਼ੇਖ ਅਬਦੁੱਲਾ	Sheikh Abdullah
ਜਗਜੀਤ ਸਿੰਘ ਅਰੋੜਾ	Jagjit Singh Aurora
ਗੋਰਖਨਾਥ	Gorakshanath
ਤੋਮਾਂ ਪਿਕੇਤੀ	Thomas Piketty
ਊਧਮ ਸਿਘ ਕੁਲਾਰ	Udham Singh (field hockey)
ਗਿੱਧਾ	Giddha
ਤੁੰਮੂਨ	Tuen Mun District
ਲਾਸ਼ ਵਿੱਚ ਕੜਵੱਲ (Cadaveric Spasm)	Cadaveric spasm
ਲੋਕ ਸਾਹਿਤ	Oral literature
ਜਿਬਰਾਲਟਰ ਹਿੰਦੂ ਮੰਦਰ	Gibraltar Hindu Temple
ਲਹੂ ਨਾੜ	Blood vessel
ਕਸੂਰ (ਸ਼ਹਿਰ)	Kasur
ਬਾਤਾਂ ਪਾਉਣਾ	Storytelling
ਨੁਮਾਇੰਦਾ	Delegate
ਚੋਣਵੀਂ ਨਸਲਕਸ਼ੀ	Selective breeding
ਆਲਕਾਨਤਾਰਾ ਪੁਲ	Alcántara Bridge
ਸ਼ਿਰੋਮਣੀ (ਦਰਸ਼ਨ)	Sublime (philosophy)
ਉਬਾਲ ਦਰਜਾ	Boiling point
ਫ਼ਾਰਸ ਸੂਬਾ	Fars Province
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਫ੍ਰੀਸਟਾਇਲ ੫੫ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's freestyle 55 kg
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਗ੍ਰੈਕੋ-ਰੋਮਨ ੫੫ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's Greco-Roman 55 kg
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਗ੍ਰੈਕੋ-ਰੋਮਨ ੬੬ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's Greco-Roman 60 kg
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਗ੍ਰੈਕੋ-ਰੋਮਨ ੭੪ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's Greco-Roman 74 kg
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਫ੍ਰੀਸਟਾਇਲ ੭੪ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's freestyle 74 kg
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਗ੍ਰੈਕੋ-ਰੋਮਨ ੮੪ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's Greco-Roman 84 kg
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਗ੍ਰੈਕੋ-ਰੋਮਨ ੯੬ ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's Greco-Roman 96 kg
ਗ਼ਾਜ਼ੀਪੁਰ	Ghazipur
ਗੰਧਾਰ ਕਲਾ	Greco-Buddhist art
ਮਾਰਕ ਟਲੀ	Mark Tully
ਗੋਲਡਨ ਗਲੋਬ ਇਨਾਮ	Golden Globe Award
ਲਿਸਬਨ, ਓਹਾਇਓ	Lisbon, Ohio
ਮਧਾਣੀ	Butter churn
ਧਰਤੀ ਕੇ ਲਾਲ	Dharti Ke Lal
ਮਧੂਸ਼ਾਲਾ	Madhushala
ਸਹੀ ਅਲ ਬੁਖ਼ਾਰੀ	Sahih al-Bukhari
ਮੁਲਕ ਅਤੇ ਸਰਕਾਰ ਦੇ ਵਰਤਮਾਨ ਮੁਖੀਆਂ ਦੀ ਸੂਚੀ	List of current heads of state and government
ਨਾਭਾ	Nabha
ਕਰਾਈਕੁੜੀ	Karaikudi
ਪੁਸ਼ਕਿਨ ਭਵਨ	Pushkin House
ਜਾਲੌਰ	Jalore
ਕੁਰਸਿਆਂਗ	Kurseong
ਦਾਂਡੀ	Dandi, Navsari
ਸ਼ਾਂਤੀ ਨਿਕੇਤਨ	Santiniketan
ਕੈਲੀਡੋਨੀਆਈ ਸਟੇਡੀਅਮ	Caledonian Stadium
ਕਾਲਕਾ	Kalka
ਨੈਣਾ ਦੇਵੀ	Naina Devi
ਫ਼ਾਲਕਰਕ ਸਟੇਡੀਅਮ	Falkirk Stadium
ਫਰਮਾ:ਸਥਿਤੀ ਨਕਸ਼ਾ ਸ੍ਰੀਲੰਕਾ	Template:Location map Sri Lanka
ਕਾਮੀਲੋ ਆਗਰਿੱਪਾ	Camillo Agrippa
ਤੇਜਿੰਦਰ ਵਿਰਦੀ	Tejinder Virdee
ਸਵਰਨ ਸਿੰਘ	Swaran Singh
ਹਾਈਪੋਥਰਮੀਆ	Hypothermia
ਫ਼ੀਲੇ (ਪੁਲਾੜੀ ਜਹਾਜ਼)	Philae (spacecraft)
ਸ਼ਾਰਲੀ ਐਬਦੋ	Charlie Hebdo
ਸੁਹਜਸ਼ਾਸਤਰ ਬਾਰੇ ਲੈਕਚਰ	Lectures on Aesthetics
ਗਨ ਦਰਿਆ	Gan River (Jiangxi)
ਇਸਲਾਮੀ ਦਾਵਾ ਪਾਰਟੀ	Islamic Dawa Party
ਅਲਮਾਨਸਾ ਦਾ ਕਿਲਾ	Castle of Almansa
ਖ਼ੀਮੇਨਾ ਦੇ ਲਾ ਫ਼ਰੌਨਤੇਰਾ ਦਾ ਕਿਲਾ	Castle of Jimena de la Frontera
ਲਾ ਕਾਲਾਓਰਾ ਦਾ ਕਿਲਾ	Castillo de La Calahorra
ਲੋਆਰੇ ਕਿਲਾ	Loarre Castle
ਦੈਂਤ	Rakshasa
ਵਟਸਐਪ	WhatsApp
ਉਪ-ਕਥਾਨਕ	Subplot
ਸਤਾਦ ਦ ਲਾ ਬੋਜੁਆਖ਼	Stade de la Beaujoire
ਥੀਮ (ਬਿਰਤਾਂਤ)	Theme (narrative)
ਹਸਤੀ ਦੇ ਤਿੰਨ ਨਿਸ਼ਾਨ	Three marks of existence
ਧਰਮ ਲੋਕਾਂ ਦੀ ਅਫੀਮ ਹੈ	Opium of the people
ਗੈਲਾਡੈੱਟ ਯੂਨੀਵਰਸਿਟੀ	Gallaudet University
ਮਨੁੱਖੀ ਸੰਸਾਧਨ ਪ੍ਰਬੰਧਨ	Human resource management
ਦ ਕਾਈਟ ਰਨਰ (ਫ਼ਿਲਮ)	The Kite Runner (film)
ਇੰਡੀਗੋ	IndiGo
ਇਸ਼ਤਾਦਿਊ ਡਿ. ਅਲਫੋਨਸੋ ਹੈਨਰਿਕਸ	Estádio D. Afonso Henriques
ਵੇਂਡੀ ਡਾਨੀਗਰ	Wendy Doniger
ਨਵ-ਮਾਰਕਸਵਾਦ	Neo-Marxism
ਜ਼ੋਰਬਾ ਦ ਗਰੀਕ	Zorba the Greek
ਚੰਬਾ ਜ਼ਿਲ੍ਹਾ	Chamba district
ਚੰਬਲ ਦਰਿਆ	Chambal River
ਯਾਹੂ! ਜਵਾਬ	Yahoo! Answers
ਪਾਤਾਗੋਨੀਆ ਮਾਰੂਥਲ	Patagonian Desert
ਹਾਕੀ ਚੈਂਪੀਅਨਜ਼ ਟਰਾਫ਼ੀ ੨੦੧੧	2011 Men's Hockey Champions Trophy
ਚਣਾ ਮਸਾਲਾ	Chana masala
ਤਕਨੀਕ ਦਾ ਤਬਾਦਲਾ	Technology transfer
ਜਮਾਤੀ ਚੇਤਨਾ	Class consciousness
ਸੈੱਲਹਰਸਟ ਪਾਰਕ	Selhurst Park
ਅਲਤਾਫ਼ ਹੁਸੈਨ ਹਾਲੀ	Altaf Hussain Hali
ਮਾਲੀ ਕੇਂਦਰ	Financial centre
ਮੁਹੰਮਦ ਹੁਸੈਨ ਆਜ਼ਾਦ	Muhammad Husain Azad
ਉਰਦੂ ਵਿਕੀਪੀਡੀਆ	Urdu Wikipedia
ਚਤੁਰਾਨਨ ਮਿਸ਼ਰ	Chaturanan Mishra
ਕੁਰੁ	Kuru Kingdom
ਸੱਤਿਆਮੇਵ ਜੈਅਤੇ (ਟੀਵੀ ਲੜੀਵਾਰ)	Satyamev Jayate (TV series)
ਫਣੀਸ਼ਵਰ ਨਾਥ ਰੇਣੂ	Phanishwar Nath 'Renu'
ਲੋਕ ਮੱਤ	Folk religion
ਯੋਗਸੂਤਰ	Yoga Sutras of Patanjali
ਦ ਬਲੂਇਸਟ ਆਈ	The Bluest Eye
ਇੱਕ ਕੁੱਤੇ ਦੀ ਜ਼ਿੰਦਗੀ (ਫਿਲਮ)	A Dog's Life
ਮਲਿਕ ਮੁਹੰਮਦ ਜਾਇਸੀ	Malik Muhammad Jayasi
ਏਸ਼ੀਆ-ਪ੍ਰਸ਼ਾਂਤ	Asia-Pacific
ਛਊ ਨਾਚ	Chhau dance
ਅੰਤਰਰਾਸ਼ਟਰੀ	International
ਕੀਵਰਡ (ਕੰਪਿਊਟਿੰਗ)	Keyword (computer programming)
ਸਫ਼ਰਨਾਮਾ	Travel literature
ਚਿਪਕੋ ਅੰਦੋਲਨ	Chipko movement
ਮਿਸਰ ਦੇ ਆਰਮਡ ਫੋਰਸਿਜ਼	Egyptian Armed Forces
ਏਕਸਕੂਸ਼ਨ	Execution (computing)
ਆਦਿ ਗ੍ਰੰਥ	Adi Granth
ਕੀਗੋ	Kigo
ਕੁਬਲਾ ਖਾਨ (ਕਵਿਤਾ)	Kubla Khan
ਜੂਲੀਅਟ	Juliet
ਭਾਰਤ ਦਾ ਆਜ਼ਾਦੀ ਸੰਗਰਾਮ	Indian independence movement
ਹੈਰਮਨ ਲੈੱਮ	Herman Lamm
ਰੂਦਿਨ	Rudin
ਬਰਨਾਰ ਪੀਵੋ	Bernard Pivot
ਖੰਨਾ	Khanna, Punjab
ਦੌਲਤ ਖਾਨ ਲੋਧੀ	Daulat Khan Lodi
ਸਾਹਿਰ ਲੁਧਿਆਣਵੀ	Sahir Ludhianvi
ਇਪਟਾ	Indian People's Theatre Association
ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼ ਦੇ ਰਾਜਪਾਲਾਂ ਦੀ ਸੂਚੀ	List of Governors of Arunachal Pradesh
ਕੈਨੇਡੀਆਈ ਡਾਲਰ	Canadian dollar
