આફ્રિકા	Africa
શ્રી નાથજીદાદાની જગ્યા - દાણીધાર	Shri Nathjidada Ni Jagya
નિરંજન ભગત	Niranjan Bhagat
ઇન્દીવર	Indeevar
પદ્મશ્રી શારદા સિંહા (ગાયિકા)	Sharda Sinha
કુચાઇકોટ સામુદાયિક વિકાસ ખંડ, બિહાર	Kuchaikote (community development block)
આંબેડકર નેશનલ કોંગ્રેસ	Ambedkar National Congress
વિકાસ મહારાજ (સરોદવાદક)	Vikash Maharaj
નર્મદ	Narmadashankar Dave
કાકાસાહેબ કાલેલકર	Kaka Kalelkar
મૌસમી ચેટર્જી	Moushumi Chatterjee
ગર્ગ સંહિતા	Garga Samhita
કન્હૈયાલાલ સેઠીયા	Kanhaiyalal Sethia
બાણગંગા નદી (રાજસ્થાન)	Banganga River
સીટી પેલેસ, જયપુર	City Palace, Jaipur
નાહરગઢ કિલ્લો	Nahargarh Fort
લીંબુનું અથાણું	Preserved lemon
એન્ડ્ર્યૂ સાયમન્ડ્સ	Andrew Symonds
ટિમ ઝોહરર	Tim Zoehrer
નિત્યાનંદ પ્રભુ	Nityananda
વિશ્વ માનવતા દિવસ	World Humanitarian Day
ઉપાસની મહારાજ	Upasni Maharaj
નવલકિશોર શર્મા	Nawal Kishore Sharma
સમીરા રેડ્ડી	Sameera Reddy
હેમચંદ્રાચાર્ય	Hemachandra
છપિયા	Chhapaiya
રાજમા (વાનગી)	Rajma
પિછોલા ઝીલ, ઉદયપુર	Lake Pichola
કલ્યાણજી આનંદજી	Kalyanji–Anandji
મર્વ હ્યુજ	Merv Hughes
પરસ્પરોપગ્રહો જીવાનામ્	Parasparopagraho Jivanam
ઘુમ	Ghum, West Bengal
મુવિટોન ધ્વનિ પ્રણાલી	Movietone sound system
સિટી પેલેસ પરિસર, ઉદયપુર	City Palace, Udaipur
તેજી બચ્ચન	Teji Bachchan
જગદ્ગુરુ ચંદ્રશેખરેન્દ્ર સરસ્વતી	Chandrashekarendra Saraswati
નવોદય વિદ્યાલય	Jawahar Navodaya Vidyalaya
પંચાંગ	Panchangam
આસારામ બાપુ	Asaram
નળ સરોવર	Nal Sarovar Bird Sanctuary
ચરક સંહિતા	Charaka Samhita
નરસિંહ મહેતા	Narsinh Mehta
આચાર્ય હજારી પ્રસાદ દ્વિવેદી	Hazari Prasad Dwivedi
સિસોદીયા	Sisodia
ચિત્રલેખા	Chitralekha (weekly)
કર્તવ્ય (૧૯૯૫ ચલચિત્ર)	Kartavya (1995 film)
લોહાણા	Lohana
શનિદેવ, શિંગણાપુર	Shani Shingnapur
શિવલાલ યાદવ	Shivlal Yadav
સુરિન્દર અમરનાથ	Surinder Amarnath
વર્ધા નદી	Wardha River
સાવનદુર્ગ	Savandurga
નમિતા કપૂર	Namitha
તારંગા હિલ	Taranga (Jain Temple)
કેશુભાઈ પટેલ	Keshubhai Patel
રમાકાન્ત દેસાઇ	Ramakant Desai
વિજય મર્ચંટ	Vijay Merchant
કિરણ મોરે	Kiran More
પોંગલ	Pongal (dish)
કરસન ઘાવરી	Karsan Ghavri
પ્રતિજ્ઞા પત્ર	National Pledge (India)
બિરજુ મહારાજ	Birju Maharaj
આનંદ બક્ષી	Anand Bakshi
ભારતમાં આવક વેરો	Income tax in India
બજરંગ દળ	Bajrang Dal
ભારતીય નાગરિકત્વ	Indian nationality law
યશવંત સિન્હા	Yashwant Sinha
સ્વામી ભારતી કૃષ્ણ તીર્થ	Swami Bharati Krishna Tirtha
મંજુલ પ્રકાશન, ભોપાલ	Manjul Publishing House Pvt. Ltd.
શહાદા (મહારાષ્ટ્ર)	Shahada, Maharashtra
કાયાવરોહણ	Kayavarohan
યુવરાજસિંઘ	Yuvraj Singh
પેંડા	Peda
ગૅરી કિર્સ્ટન	Gary Kirsten
પાર્થિવ પટેલ	Parthiv Patel
રબારી	Rabari
બારડોલી સત્યાગ્રહ	Bardoli Satyagraha
સીમા સુરક્ષા દળ	Border Security Force
ચંપારણ અને ખેડા સત્યાગ્રહ	Champaran and Kheda Satyagraha
ડો. મહેન્દ્રલાલ સરકાર	Mahendralal Sarkar
પંકજ ઉધાસ	Pankaj Udhas
ભારતીય ધ્વજો	List of Indian flags
ભારતમાં સૌપ્રથમ	List of firsts in India
ઉત્પલ દત્ત	Utpal Dutt
વિનોદ કાંબલી	Vinod Kambli
મહા	Magh (Bengali calendar)
વ્યોમકેશ બક્ષી	Byomkesh Bakshi
ફેલુદા	Feluda
એસ.ડી. બર્મન	S. D. Burman
પૂર્ણ સ્વરાજ	Purna Swaraj
પ્રફુલ્લ ચાકી	Prafulla Chaki
માલધારી	Maldhari
માધવપુર ઘેડ	Madhavpur Ghed
ચોટીલા	Chotila
દહીંપૂરી	Dahi puri
કોસાડ	Kosad
ધાનશાક	Dhansak
લિપીડ પ્રોફાઇલ	Lipid profile
ફાલ્ગુની પાઠક	Falguni Pathak
રાજીવ ગાંધી પ્રાણી સંગ્રહાલય, પુના	Rajiv Gandhi Zoological Park
શબર	Śabara
આહિર	Ahir
ઘોડબંદર કિલ્લો, થાણા	Ghodbunder Fort
સુરેશ દલાલ	Suresh Dalal
વિશ્વ કાચબા દિવસ	World Turtle Day
હેમસેટ	HAMSAT
બકાસુર	Bakasura
વિક્રમ બત્રા	Vikram Batra
આદિલ મન્સુરી	Adil Mansuri
કે. શંકર પિલ્લાઈ	K. Shankar Pillai
તાલુકા મામલતદાર	Tehsildar
દલપતરામ	Dalpatram
ચિરંજીવી	Chiranjivi
ડો. કે. રાધાકૃષ્ણન	K. Radhakrishnan
કોળી	Koli people
કાકોરી કાંડ	Kakori conspiracy
સુનીલ વાલ્સન	Sunil Valson
પૌંઆ	Flattened rice
રામ પ્રસાદ બિસ્મિલ	Ram Prasad Bismil
સરદાર ભક્તિ થાપા	Bhakti Thapa
આમોદ	Amod, Gujarat
ફૈજાબાદ પ્રાંત	Faizabad division
મરાઠી સાહિત્ય	Marathi literature
આરઝી હકૂમત	Indian integration of Junagadh
પરવળ	Trichosanthes dioica
આરુણિ	Aruni
મહાત્મા ગાંધી સેતુ (બિહાર)	Mahatma Gandhi Setu
ભારતીય ચૂંટણી પંચ	Election Commission of India
ચિત્રકૂટ પ્રાંત	Chitrakoot division
શુભા મુદ્ગલ	Shubha Mudgal
આલીપોર	Alipore, Navsari
જગદ્ગુરુ રામભદ્રાચાર્ય વિકલાંગ વિશ્વવિદ્યાલય	Jagadguru Rambhadracharya Handicapped University
આવળ (વનસ્પતિ)	Senna auriculata
નેપાલ સ્કાઉટ	Nepal Scouts
ઉમરેઠ	Umreth
પ્રાંતિજ	Prantij
ઉકાઇ	Ukai
રાપર	Rapar
ગોવિંદ વલ્લભ પંત	Govind Ballabh Pant
આષ્ટી (વર્ધા)	Ashti, Wardha
ગુંદા (વનસ્પતિ)	Cordia myxa
વિજયસ્તંભ, ચિત્તોડગઢ	Vijay Stambha
પોનમુડી	Ponmudi
દરિયાઈ રાષ્ટ્રીય ઉદ્યાન અને અભયારણ્ય	Marine National Park, Gulf of Kutch
તિલકરત્ને દિલશાન	Tillakaratne Dilshan
ઇ ટીવી ગુજરાતી	ETV Gujarati
ઇ-ધરા કેન્દ્ર	E-Dhara Kendra
સત્રીયા નૃત્ય	Sattriya
કાસુંદરી (વનસ્પતિ)	Senna sophera
શ્રી રામ ચરિત માનસ	Ramcharitmanas
ઇએમઇ મંદિર	EME Temple
ભૂરિશ્રવા	Bhurishravas
ઇચ્છારામ દેસાઇ	Ichharam Desai
મડકરી નાયક	Madakari Nayaka
યોસેમિટી વિસ્તારનો ઇતિહાસ	History of the Yosemite area
મયુરવર્મા	Mayurasharma
સુમતિનાથ	Sumatinatha
ક્રિકેટમાં સટ્ટાબાજી સંબંધિત વિવાદો	Betting controversies in cricket
ક્રેગ મેકડરમોટ	Craig McDermott
સરોસ ઉપગ્રહ શ્રેણી	Stretched Rohini Satellite Series
સર્વમિત્ર સિકરી	Sarv Mittra Sikri
મિસળ	Misal
ચિત્રા સિંઘ	Chitra Singh
ઇશ્વર પેટલીકર	Ishwar Petlikar
વર્ષા અડાલજા	Varsha Adalja
કાલોલ	Kalol (Panchmahal)
શરબત	Sherbet
વાંસદા	Bansda
પિયાસણ (બતક)	Wigeon
રણથંભોરનો કિલ્લો	Ranthambore Fort
પલવલ જિલ્લો	Palwal district
વાઘોડિયા	Waghodia
ફાગણ	Phalguna
હેમંત ચૌહાણ	Hemant Chauhan
પંચગવ્ય	Panchagavya
ઉધના	Udhana
ઉપ પુરાણ	Upapurana
કાંચનાર	Bauhinia acuminata
માહિતીનો અધિકાર	Right to Information Act
લવ	Lava (Ramayana)
ઉશનસ્	Ushnas
કુશ	Kusha (Ramayana)
ઊંડ નદી	Und River
ઊંધિયું	Undhiyu
એકવાર પીયુને મળવા આવજે (ચલચિત્ર)	Ek Var Piyu Ne Malva Aavje
બીદસર	Bidsar
સૈયદ કિરમાણી	Syed Kirmani
ઓઝત નદી	Ozat River
ઓડદર (તા. પોરબંદર)	Odadar
ઓઢવા (તા. પાટણ)	Odhava
ઓદાલગુરિ	Odalguri
કટોકટી કાળ (ભારત)	The Emergency (India)
ઔરંગા નદી	Auranga River (Gujarat)
કચોરી	Kachori
કચ્છ ઘોરાડ અભયારણ્ય	Kutch Bustard Sanctuary
કછોલી	Kachholi
કડી	Kadi, India
કડોદ	Kadod
કતારગામ	Katargam
કનૌજી ભાષા	Kannauji language
કરસનભાઇ પટેલ	Karsanbhai Patel
કલાપી	Kalapi
કલ્પના (કંપની)	Kalpana (company)
કર્ણ	Karna
કાનાજી ઠાકોર	Kanaji Thakor
કારવાર	Karwar
કિર્તિ આઝાદ	Kirti Azad
કૂચબિહાર જિલ્લો	Cooch Behar district
કૃષિ યુનિવર્સિટી, નવસારી	Navsari Agricultural University
કૃષ્ણલાલ શ્રીધરાણી	Krishnalal Shridharani
કે. કા. શાસ્ત્રી	Keshavram Kashiram Shastri
કે.લાલ	K Lal
કૃતજ્ઞતા	Gratitude
કેશવલાલ ધ્રુવ	Keshavlal Dhruv
કૈલાસનાથ મંદિર, કાંચીપુરમ	Kanchi Kailasanathar Temple
કોકરાઝાર	Kokrajhar
કોરેગાંવ	Koregaon
કોલોરીયાંગ	Koloriang
ક્રિભકો	Krishak Bharati Cooperative
ખબરદાર	Ardeshar Khabardar
ખરોડ (તા. વિજાપુર)	Kharod, Mehsana
ખાખરેચી (તા.માળિયા-મિયાણા)	Khakharechi
ખાડિયા	Khadia, Ahmedabad
ખારવા	Kharwa caste
ખોડિયાર	Khodiyar
ગંગાસતી	Gangasati
ગણપત યુનિવર્સિટી	Ganpat University
ગાંઠીયા	Ghatiya
ગાગા અભયારણ્ય	Gaga Wildlife Sanctuary
ગાધકડા (તા. સાવરકુંડલા)	Gadhakda
ગામિત જાતિ	Gamit
ગામીત બોલી	Gamit language
ગાર્ગી	Gargi Vachaknavi
ગિજુભાઈ બધેકા	Gijubhai Badheka
ગુંડપ્પા વિશ્વનાથ	Gundappa Viswanath
ગુજરાત ઇન્ટરનેશનલ ફાઇનાન્સ ટેક-સિટિ	Gujarat International Finance Tec-City
ગુજરાત આયુર્વેદ યુનિવર્સિટી	Gujarat Ayurved University
ગુજરાત નર્મદાવેલી ફર્ટિલાઇઝર કંપની લિમિટેડ	Gujarat Narmada Valley Fertilisers
ગુજરાત રાજ્ય માર્ગ વાહનવ્યવહાર નિગમ	Gujarat State Road Transport Corporation
ગુજરાત સરકાર	Government of Gujarat
ગુજરાતની નદીઓની યાદી	List of rivers of Gujarat
ગુજરાતી ભોજન	Gujarati cuisine
ગુજરાતી વિશ્વકોશ	Gujarati Vishwakosh
ગુજરાતી સાહિત્ય પરિષદ	Gujarati Sahitya Parishad
ગુજરાતી સિનેમા	Gujarati cinema
ગુણવંતરાય આચાર્ય	Gunvantrai Acharya
ગુણાતીતાનંદ સ્વામી	Gunatitanand Swami
ગુલાબદાસ બ્રોકર	Gulabdas Broker
ગોઝારીયા	Gozaria
ગોપીપુરા	Gopipura
ગ્રામ પંચાયત	Gram panchayat
ગ્રેનવિલ ઔસ્ટિન	Granville Austin
ઘુમલી	Ghumli
ચંદ્રકાન્ત ટોપીવાળા	Chandrakant Topiwala
ચંદ્રવદન મહેતા	Chandravadan Mehta
ચંપારણ્ય	Champaran, Chhattisgarh
ચન્દૌલી	Chandauli
ચન્દૌલી જિલ્લો	Chandauli district
સાવરકુંડલા	Savarkundla
પેટલાદ	Petlad
સોનગઢ	Songadh
