Aprika	Africa
Dalagitang may Hikaw na Perlas (paglilinaw)	Girl with a Pearl Earring (disambiguation)
Turkesa (paglilinaw)	Turquoise (disambiguation)
Aurikulo	Auricle
San'yō	San'yō region
Hiatari Ryōkō!	Hiatari Ryōkō!
Pneumatomachi	Pneumatomachi
Shin'etsu	Shin'etsu region
Kōshin'etsu	Kōshin'etsu region
Bayan	Bayan
San'in	San'in region
Macchiato	Macchiato
Maza	Maza
Peseta	Peseta (disambiguation)
Manaure, La Guajira	Manaure
Gladius	Gladius (disambiguation)
Ilog Agus	Agus River
Ilog Agusan	Agusan River
Tōkai	Tōkai region
Uruapan	Uruapan
Haruna Kojima	Haruna Kojima
GMA Network	GMA Network
Palm Desert, California	Palm Desert, California
ABC Development Corporation	TV5 Network, Inc.
Sustansiya	Substance
Platina	Platina (disambiguation)
Tipan	Covenant
Domingo	Domingo
Harem (paglilinaw)	Harem (disambiguation)
Ahmed Chalabi	Ahmed Chalabi
Ahmed Best	Ahmed Best
Padre	Padre
Demosthenes	Demosthenes (disambiguation)
Saray (paglilinaw)	Saray
Talin	Talin (disambiguation)
Ninuno	Ancestor
Rachel Roberts	Rachel Roberts
Bait	Bait
Zorro	Zorro (disambiguation)
Proporsiyon	Proportionality
Ahrntal	Ahrntal
GCS	GCS
Ang Hardin ng mga Rosas	Gulistan (book)
Akustik	Acoustic
Alburquerque, Bohol	Alburquerque, Bohol
Alicia, Bohol	Alicia, Bohol
Anda, Bohol	Anda, Bohol
Antequera, Bohol	Antequera, Bohol
Baclayon, Bohol	Baclayon, Bohol
Hapon (paglilinaw)	Japan (disambiguation)
Balilihan, Bohol	Balilihan, Bohol
Batuan, Bohol	Batuan, Bohol
Bien Unido, Bohol	Bien Unido, Bohol
Bilar, Bohol	Bilar, Bohol
Buenavista, Bohol	Buenavista, Bohol
Calape, Bohol	Calape, Bohol
Candijay, Bohol	Candijay, Bohol
Catigbian, Bohol	Catigbian, Bohol
Clarin, Bohol	Clarin, Bohol
Corella, Bohol	Corella, Bohol
Cortes, Bohol	Cortes, Bohol
Dagohoy, Bohol	Dagohoy, Bohol
Danao, Bohol	Danao, Bohol
Cebu	Cebu (disambiguation)
Dauis, Bohol	Dauis, Bohol
Dimiao, Bohol	Dimiao, Bohol
Duero, Bohol	Duero, Bohol
Bibing Peking	Peking duck
Garcia Hernandez, Bohol	Garcia Hernandez, Bohol
Getafe, Bohol	Getafe, Bohol
Silindro ni Ciro	Cyrus Cylinder
Guindulman, Bohol	Guindulman, Bohol
Inabanga, Bohol	Inabanga, Bohol
Jagna, Bohol	Jagna, Bohol
Lila, Bohol	Lila, Bohol
Ruta ng kalakalan	Trade route
Loay, Bohol	Loay, Bohol
Loboc, Bohol	Loboc, Bohol
Loon, Bohol	Loon, Bohol
Mabini, Bohol	Mabini, Bohol
Maribojoc, Bohol	Maribojoc
Gaga (paglilinaw)	Gaga
Oretachi ni Tsubasa wa Nai	We Without Wings
Pilar, Bohol	Pilar, Bohol
President Carlos P. Garcia, Bohol	President Carlos P. Garcia, Bohol
Shinkyoku Sōkai Polyphonica	Shinkyoku Sōkai Polyphonica
Sagbayan, Bohol	Sagbayan, Bohol
Air (visual novel)	Air (visual novel)
San Miguel, Bohol	San Miguel, Bohol
Sierra Bullones, Bohol	Sierra Bullones, Bohol
Sikatuna, Bohol	Sikatuna, Bohol
Aimé Bonpland	Aimé Bonpland
Talibon, Bohol	Talibon, Bohol
Trinidad, Bohol	Trinidad, Bohol
Tubigon, Bohol	Tubigon, Bohol
Ubay, Bohol	Ubay, Bohol
Chen Yi	Chen Yi
Valencia, Bohol	Valencia, Bohol
Catarman	Catarman
Almeria, Biliran	Almeria, Biliran
Biliran, Biliran	Biliran, Biliran
Cabucgayan, Biliran	Cabucgayan
Caibiran, Biliran	Caibiran
Culaba, Biliran	Culaba
Aioi, Hyogo	Aioi, Hyōgo
Kawayan, Biliran	Kawayan
Maripipi, Biliran	Maripipi
Amun	Amun (disambiguation)
Pupil	Pupil (disambiguation)
Instinct (paglilinaw)	Instinct (disambiguation)
Nakhon Ratchasima	Nakhon Ratchasima (disambiguation)
Harlequin	Harlequin (disambiguation)
Walang-hanggan	Eternal
Larkspuro	Larkspur
Jingle Bells	Jingle Bells
Ryu Shi Won	Ryu Si-won
Air Gear	Air Gear
Cagayan	Cagayan (disambiguation)
Taytay	Taytay
Earl	Earl (disambiguation)
Kongkistang Normando (paglilinaw)	Norman conquest (disambiguation)
Davao	Davao
Nissa	Nissa
Aira, Kagoshima	Aira, Kagoshima (Aira)
Cyclophosphamide	Cyclophosphamide
Sulat sa mga taga-Efeso	Epistle to the Ephesians
Xanthosine	Xanthosine
Vincristine	Vincristine
Aishiteruze Baby	Aishiteruze Baby
Aeson	Aeson
Hypoxanthine	Hypoxanthine
Tagapigil ng monoaminong oksidasa	Monoamine oxidase inhibitor
Pain	Pain (disambiguation)
Merneferre Ay	Merneferre Ay
Restrepo	Restrepo
Tottori	Tottori
Amyl nitrite	Amyl nitrite
Louis V	Louis V
Earthquake	Earthquake (disambiguation)
Beatus	Beatus
Digmaang Franco-Español	Franco-Spanish War
Bamboo	Bamboo (disambiguation)
Transmutasyon	Transmutation
Batis (paglilinaw)	Batis
Sawa (paglilinaw)	Sawa
Daga-dagaan	Biceps (disambiguation)
Ajoo	Ajoo
Pambansang Awit ng Republikang Kyrgyz	National Anthem of the Kyrgyz Republic
Akabira, Hokkaido	Akabira, Hokkaido
Anak (paglilinaw)	Anak (disambiguation)
CCCP	CCCP (disambiguation)
Way	Way
Frances (paglilinaw)	Frances (disambiguation)
Salamat	Salamat
Yami	Yami (disambiguation)
Nazareno	Nazarene
Akyut	Acute
Plum	Plum (disambiguation)
Akaiwa, Okayama	Akaiwa, Okayama
Andres (paglilinaw)	Andres
Kasal	Husband (disambiguation)
Baga (paglilinaw)	Baga
Benigno Aquino (paglilinaw)	Benigno Aquino
Santol (paglilinaw)	Santol
España	España (disambiguation)
Kalagayan	Condition
Aki, Kōchi	Aki, Kōchi
George IV (paglilinaw)	George IV (disambiguation)
Tore ng Kalayaan (paglilinaw)	Monument of Liberty
Sarah	Sarah (disambiguation)
Pelota	Pelota
Pamamaywang	Dual wield
Andrew (paglilinaw)	Andrew (disambiguation)
Akira Ishida	Akira Ishida
Akira Kubo	Akira Kubo
Moras	Mulberry (disambiguation)
Benoni	Benoni
Volt (paglilinaw)	Volt (disambiguation)
Deoxyuridine	Deoxyuridine
Gargazon	Gargazon
Glurns	Glurns
Akitakata, Hiroshima	Akitakata, Hiroshima
Madara	Madara
La Val	La Val
Aklimatisasyon	Acclimatization
Akomodasyon	Accommodation (eye)
Latsch	Latsch
Mate (paglilinaw)	Mate
Algund	Algund
Lajen	Lajen
Unibersidad ng Estado Aklan	Aklan State University
Sarai (paglilinaw)	Sarai
Balete	Balete
Abutan (paglilinaw)	Pass
Lana, Trentino-Alto Adige/Südtirol	Lana, South Tyrol
Santo Niño	Santo Niño
Parang	Parang (disambiguation)
Narsiso (paglilinaw)	San Narciso
Pineda	Pineda
Laurein	Laurein
Lüsen	Lüsen
Phở	Pho
Samal (paglilinaw)	Samal
Margreid an der Weinstraße	Margreid an der Weinstraße
Akre	Akre (disambiguation)
Gosick	Gosick
Acrosome	Acrosome
Tumbaga (paglilinaw)	Copper (disambiguation)
Aksu, Xinjiang	Aksu, Xinjiang
Methyl iodide	Methyl iodide
Chloroiodomethane	Chloroiodomethane
Dibromomethane	Dibromomethane
Fluoromethane	Fluoromethane
Difluoromethane	Difluoromethane
Dichloromethane	Dichloromethane
Bromochloromethane	Bromochloromethane
Bromomethane	Bromomethane
Asetanilido	Acetanilide
Chlorofluoromethane	Chlorofluoromethane
Rosas (paglilinaw)	Rosas
Sultanato ng Sulu	Sultanate of Sulu
Himagsikang Pilipino	Philippine Revolution
Aktinomikosis	Actinomycosis
Deoxyadenosine	Deoxyadenosine
Guanosine	Guanosine
Thymidine	Thymidine
Deoxyguanosine	Deoxyguanosine
Cytidine	Cytidine
Inosine	Inosine
Uridine	Uridine
Chloromethane	Chloromethane
Petalita	Petalite
Daniela Romo	Daniela Romo
Cannabidiol	Cannabidiol
Nukleyobase	Nucleobase
Prometasina	Promethazine
Dichlorodifluoromethane	Dichlorodifluoromethane
Pang-estadong Pamantasan ng Kabite	Cavite State University
Babushkin	Babushkin (surname)
Nana (manga)	Nana (manga)
Paclitaxel	Paclitaxel
Joan	Joan
Delta baryon	Delta baryon
Lambda baryon	Lambda baryon
Sigma baryon	Sigma baryon
Omega baryon	Omega baryon
Partidong Komunista ng Nepal	List of communist parties in Nepal
Pananakit ng bayag	Testicular pain
Aksidente (pilosopiya)	Accident (philosophy)
Morong	Morong
Ilokano	Ilocano
Saka	Saka (disambiguation)
Aya	AYA
Slam	Slam
Sakit ng pagkaantok	Sleeping sickness
Ako, Hyogo	Akō, Hyōgo
Mekaniks (paglilinaw)	Mechanic (disambiguation)
5-Methyluridine	5-Methyluridine
Pluorokarbono	Fluorocarbon
Silver(II) fluoride	Silver(II) fluoride
Steel Angel Kurumi	Steel Angel Kurumi
Suki: A Like Story	Suki: A Like Story
Cachipay, Cundinamarca	Cachipay, Cundinamarca
Pamilya at agham pangkonsumo	Family and consumer science
Joyce Zhao	Joyce Chao
Koyomi Mizuhara	Koyomi Mizuhara
2779 Mary	2779 Mary
Soylent Green	Soylent Green
Betulia, Antioquia	Betulia, Antioquia
Plesiadapiformes	Plesiadapiformes
See-Saw	See-Saw
Alessandra Rosaldo	Alessandra Rosaldo
Omastiná	Omastiná
Partidong Komunista ng Nepal (Pinag-isang mga Marxista at Leninista)	Communist Party of Nepal (Unified Marxist–Leninist)
Mals	Mals
Mareo	Mareo
Marling, Trentino-Alto Adige/Südtirol	Marling, South Tyrol
Corrector Yui	Corrector Yui
Fate/unlimited codes	Fate/unlimited codes
Percha	Percha
Sekigahara, Gifu	Sekigahara, Gifu
Kubita	Cuvette
Cassandra Cain	Cassandra Cain
Titanis	Titanis
Ogata, Akita	Ōgata, Akita
10000 (bilang)	10000 (number)
Myu Azama	Mew Azama
Starfire (komiks)	Starfire (comics)
Mölten	Mölten
Barenton-sur-Serre	Barenton-sur-Serre
Panahong Jemdet Nasr	Jemdet Nasr period
Kitáb-i-Íqán	Kitáb-i-Íqán
Lila	Violet (color)
2401 Aehlita	2401 Aehlita
Hanazakarino Kimitachihe	Hanazakarino Kimitachihe
Ekwilateral na poligon	Equilateral polygon
The Fame Ball Tour	The Fame Ball Tour
Seungri	Seungri
Jingjiang	Jingjiang
U-boat	U-boat
Inhinyeriyang pangkompyuter	Computer engineering
Ampalaya	Momordica charantia
Bobby Cannavale	Bobby Cannavale
Noboribetsu, Hokkaido	Noboribetsu, Hokkaido
Rosas	Pink
2182 Semirot	2182 Semirot
Yotsukaidō, Chiba	Yotsukaidō
Talaan ng mga planetang menor: 9001–10000	List of minor planets: 9001–10000
Zatch Bell! Mamodo Fury	Zatch Bell! Mamodo Fury
Nagsasariling Sosyalistikong Republikang Soviet ng Karakalpak	Karakalpak Autonomous Soviet Socialist Republic
Tarahumara	Tarahumara people
Mata ng tao	Human eye
Doctor Doom	Doctor Doom
Kromosomang 1 (tao)	Chromosome 1 (human)
Lungsod ng National, California	National City, California
Ehersisyong pampalamig	Cooling down
Omitama, Ibaraki	Omitama, Ibaraki
Sayaka Kanda	Sayaka Kanda
Nevşehir Province	Nevşehir Province
Darkseid	Darkseid
Big Bear Lake, California	Big Bear Lake, California
Nasaret	Nazareth
Marianne Jean-Baptiste	Marianne Jean-Baptiste
Ponginae	Ponginae
Yuya Matsushita	Yuya Matsushita
Paul Reiser	Paul Reiser
Parchim (distrito)	Parchim (district)
Alessandria della Rocca	Alessandria della Rocca
Bivona	Bivona
Burgio	Burgio
Calamonaci	Calamonaci
Caltabellotta	Caltabellotta
Titan Arum	Amorphophallus titanum
Camastra	Camastra
Laura Zapata	Laura Zapata
Cammarata	Cammarata
Tatak	Brand
Campobello di Licata	Campobello di Licata
Welsberg-Taisten	Welsberg-Taisten
Canicattì	Canicattì
Casteltermini	Casteltermini
Cianciana	Cianciana
Pagkiling sa kompirmasyon	Confirmation bias
Comitini	Comitini
2070 Humason	2070 Humason
Favara, Sicily	Favara, Sicily
Grotte, Sicily	Grotte, Sicily
Mary Lyon	Mary Lyon
Hazel Scott	Hazel Scott
Yoko Nogiwa	Yōko Nogiwa
Joppolo Giancaxio	Joppolo Giancaxio
Kaori Natori	Kaori Natori
Cecilia Muñoz-Palma	Cecilia Muñoz-Palma
Licata	Licata
Lucca Sicula	Lucca Sicula
Sae Miyazawa	Sae Miyazawa
Menfi	Menfi
Muroto, Kōchi	Muroto, Kōchi
The Little Drummer Boy	The Little Drummer Boy
Richard Poon	Richard Poon
Montevago	Montevago
Naro	Naro
Tsubata, Ishikawa	Tsubata, Ishikawa
Uchinada, Ishikawa	Uchinada, Ishikawa
Innoshima, Hiroshima	Innoshima, Hiroshima
Hamada, Shimane	Hamada, Shimane
Chico, California	Chico, California
Dipolog	Dipolog
Palma di Montechiaro	Palma di Montechiaro
Porto Empedocle	Porto Empedocle
Racalmuto	Racalmuto
2772 Dugan	2772 Dugan
Raffadali	Raffadali
Düzce Province	Düzce Province
Bird's eye chili	Bird's eye chili
Realmonte	Realmonte
Ribera, Agrigento	Ribera, Agrigento
Beltrán, Cundinamarca	Beltrán, Cundinamarca
Sambuca di Sicilia	Sambuca di Sicilia
San Biagio Platani	San Biagio Platani
San Giovanni Gemini	San Giovanni Gemini
Santa Elisabetta	Santa Elisabetta
Santa Margherita di Belice	Santa Margherita di Belice
Sant'Angelo Muxaro	Sant'Angelo Muxaro
Santo Stefano Quisquina	Santo Stefano Quisquina
Sciacca	Sciacca
Villafranca Sicula	Villafranca Sicula
Julia Quinn	Julia Quinn
Reiko Ike	Reiko Ike
Etang Discher	Etang Discher
Mirai Yamamoto	Mirai Yamamoto
Paraluman	Paraluman
Mo Collins	Mo Collins
Montan	Montan
Moos in Passeier	Moos in Passeier
Michelle Stafford	Michelle Stafford
Nals	Nals
Fujiwara no Michinaga	Fujiwara no Michinaga
Evonne Hsu	Evonne Hsu
Welschnofen	Welschnofen
Deutschnofen	Deutschnofen
Auer, Trentino-Alto Adige/Südtirol	Auer, South Tyrol
Kim Ah Joong	Kim Ah-joong
John Rolfe	John Rolfe
Douglas Mawson	Douglas Mawson
Shebitku	Shebitku
Phyllis Schlafly	Phyllis Schlafly
Altavas, Aklan	Altavas, Aklan
Altavilla Milicia	Altavilla Milicia
Amenemnisu	Amenemnisu
Altay, Xinjiang	Altay City
Mel Martinez	Mel Martínez
Antipapa Adalbert	Antipope Adalbert
Antipapa Victor IV (1138)	Antipope Victor IV (1138)
Chihiro Onitsuka	Chihiro Onitsuka
James Ingram	James Ingram
Richard Bright	Richard Bright
Española	Espanola
John Alcock	John Alcock (RAF officer)
Thomas Addison	Thomas Addison
Kudlit	Apostrophe
Aloysius Lilius	Aloysius Lilius
Noriko Sengoku	Noriko Sengoku
Eric McCormack	Eric McCormack
Eric Carmen	Eric Carmen
Isabel Preysler	Isabel Preysler
Dan O'Herlihy	Dan O'Herlihy
Sandatahang Lakas ng Pilipinas	Armed Forces of the Philippines
Sarah Winnemucca	Sarah Winnemucca
Toast	Toast (disambiguation)
Víctor García	Victor Garcia
Kalakihan ng agwat sa edad sa mga relasyong sekswal	Age disparity in sexual relationships
Thanom Kittikachorn	Thanom Kittikachorn
Peterhof	Peterhof
Emperador Nijō	Emperor Nijō
Emperador Go-Murakami	Emperor Go-Murakami
Emperador Go-Fushimi	Emperor Go-Fushimi
Khyan	Khyan
Emperador Hanazono	Emperor Hanazono
Emperador Kōkō	Emperor Kōkō
Emperador Go-Uda	Emperor Go-Uda
El Peñón	El Peñón
Panandaliang ugnayang pampagtatalik	Casual sex
Isamu Noguchi	Isamu Noguchi
Susanna Thompson	Susanna Thompson
Aya Sugimoto	Aya Sugimoto
Louise Erdrich	Louise Erdrich
Hikaru Koto	Hikaru Koto
Kimiko Itoh	Kimiko Itoh
Lena Park	Lena Park
Gertrudes ng Altenberg	Gertrude of Aldenberg
Rebel Wilson	Rebel Wilson
Jeannie Berlin	Jeannie Berlin
Sheila Mae Perez	Sheila Mae Pérez
Kaori Momoi	Kaori Momoi
Leticia Ramos-Shahani	Leticia Ramos-Shahani
Miho Hatori	Miho Hatori
Patricia Richardson	Patricia Richardson
Joyce Redman	Joyce Redman
Angélica María	Angélica María
Masumi Miyazaki	Masumi Miyazaki
Jeanette Nolan	Jeanette Nolan
Miho Fukuhara	Miho Fukuhara
Olivia Harrison	Olivia Harrison
Pia Cayetano	Pia Cayetano
Liz Torres	Liz Torres
Sylvia Engdahl	Sylvia Engdahl
Ann B. Davis	Ann B. Davis
Chiemi Eri	Chiemi Eri
Hermione Baddeley	Hermione Baddeley
Yui Ichikawa	Yui Ichikawa
Tess Harper	Tess Harper
Penelope Milford	Penelope Milford
Junko Sakurada	Junko Sakurada
Cesar Romero	Cesar Romero
Altofonte	Altofonte
Richard Hooker	Richard Hooker
Chocolat	Chocolat (manga)
Jennifer Aspen	Jennifer Aspen
Altos del Rosario	Altos del Rosario
Elisa (paglilinaw)	Eliza
David Graf	David Graf
Komaki Kurihara	Komaki Kurihara
Bahurang Apo	Apo Reef
Sining panlaban ng Pilipinas	Filipino martial arts
Alturas, California	Alturas, California
Ashur-dan III	Ashur-dan III
Harvey Fierstein	Harvey Fierstein
Sebastian Cabot	Sebastian Cabot
Organon	Organon (disambiguation)
Kasama	Kasama
Loren Legarda	Loren Legarda
Sulat ni Pedro	Epistle of Peter
William Beckford	William Beckford
Regine Velasquez	Regine Velasquez
Pari (paglilinaw)	Pari
USSR (paglilinaw)	USSR (disambiguation)
Tondo	Tondo
Gummy	Gummy (singer)
Abang	Watchman
Boost (komiks)	Boost
Sila María Calderón	Sila María Calderón
Kiki Dee	Kiki Dee
Fossil na transisyonal	Transitional fossil
Alulim	Alulim
Fred Savage	Fred Savage
Madam C. J. Walker	Madam C. J. Walker
Emi Maria	Emi Maria
Alveolate	Alveolate
Talaan ng mga Larong Mario	List of video games featuring Mario
James Rosenquist	James Rosenquist
Kang Soo Yeon	Kang Soo-yeon
Kategorya:Kasaysayang pang-arkitektura	Category:Architectural history
Kategorya:Kasaysayang militar	Category:Military history
Fred Willard	Fred Willard
Kevin Nealon	Kevin Nealon
Emperador Ichijō	Emperor Ichijō
Ruy López de Villalobos	Ruy López de Villalobos
Nicolas Cheong Jin Seok	Nicolas Cheong Jin-suk
Sergei Sviatchenko	Sergei Sviatchenko
Johnny Mathis	Johnny Mathis
Tatsuya Nakadai	Tatsuya Nakadai
Mononoke	Mononoke (disambiguation)
Theodore Roosevelt, Jr.	Theodore Roosevelt, Jr.
George Segal	George Segal
Chayanne	Chayanne
Kensaku Morita	Kensaku Morita
Sho Sakurai	Sho Sakurai
Cesar Bengzon	César Bengzon
Demián Bichir	Demián Bichir
Diedrich Bader	Diedrich Bader
Ba (paraon)	Ba (pharaoh)
Richard Kind	Richard Kind
Kategorya:Araling pangmidya	Category:Media studies
Tony An	Tony An
Frances Willard	Frances Willard (suffragist)
Ōyamazaki, Kyoto	Ōyamazaki, Kyoto
Papa Francisco	Pope Francis
Ehersisyong ginagamitan ng bigat ng katawan	Bodyweight exercise
Bova (komiks)	Bova
Nepherites I	Nepherites I
Alì	Alì
Alì Terme	Alì Terme
Romano	Romano
Ama, Aichi	Ama, Aichi
Charles Bell	Charles Bell
Emperador Shōkō	Emperor Shōkō
Ernie Sabella	Ernie Sabella
Nancy Grace	Nancy Grace
Emperador Go-Kameyama	Emperor Go-Kameyama
Leslie Browne	Leslie Browne
Emperador Go-Hanazono	Emperor Go-Hanazono
Amado Espino, Jr.	Amado Espino, Jr.
Amagami	Amagami
Amakusa, Kumamoto	Amakusa, Kumamoto
Earl Boen	Earl Boen
Deacon	Deacon (disambiguation)
Clam	Clam (disambiguation)
Magog	Magog
Joe Ranft	Joe Ranft
John Bolton	John Bolton
Tibetano	Tibetan
Hain	Hain
Dimas	Dimas
Pare	Pare
Amami, Kagoshima	Amami, Kagoshima
Danuta Szaflarska	Danuta Szaflarska
Jackie Gleason	Jackie Gleason
Stubby Kaye	Stubby Kaye
The Smurfs (pelikula)	The Smurfs (film)
Saint-Jean-le-Vieux, Ain	Saint-Jean-le-Vieux, Ain
Jean Lafitte	Jean Lafitte
Alichino	Alichino
Isdanlaringlaring	Shrimpfish
Apa Sherpa	Apa Sherpa
Amaterasu	Amaterasu
Riya	Riya
Tavia Yeung	Tavia Yeung
Myolie Wu	Myolie Wu
Antipapa Benedicto XIV	Antipope Benedict XIV
Youki Kudoh	Youki Kudoh
Haruko Sagara	Haruko Sagara
Marjorie Rambeau	Marjorie Rambeau
Sayoko Yamaguchi	Sayoko Yamaguchi
Mieko Kawakami	Mieko Kawakami
Patty Loveless	Patty Loveless
Jocelyne LaGarde	Jocelyne LaGarde
Nana Tanimura	Nana Tanimura
Ann Mui	Ann Mui
Bundok Apo	Mount Apo
Erma Bombeck	Erma Bombeck
Ua (mang-aawit)	Ua (singer)
Solveig Gunbjørg Jacobsen	Solveig Gunbjørg Jacobsen
Chikage Oogi	Chikage Oogi
Hope Emerson	Hope Emerson
Yoko Tani	Yoko Tani
Cheri Oteri	Cheri Oteri
Moon So Ri	Moon So-ri
Shelley Fabares	Shelley Fabares
Yuko Fueki	Yuko Fueki
Kim Wayans	Kim Wayans
Catherine Burns	Catherine Burns
Yoko Minamino	Yoko Minamino
Juanita Moore	Juanita Moore
Yui Asaka	Yui Asaka
Quinn Cummings	Quinn Cummings
Lynn Carlin	Lynn Carlin
Ikue Asazaki	Ikue Asazaki
Sumako Matsui	Sumako Matsui
Eihi Shiina	Eihi Shiina
Junko Miyashita	Junko Miyashita
Miriam Shor	Miriam Shor
Beysbol sa Palarong Olimpiko sa Tag-init 2008	Baseball at the 2008 Summer Olympics
Kim Ok Bin	Kim Ok-bin
Maki Sakai	Maki Sakai
Mini Israel	Mini Israel
Amber Benson	Amber Benson
Farges	Farges
Wassigny	Wassigny
Pietro Andrea Mattioli	Pietro Andrea Mattioli
Urolagnia	Urolagnia
Redonda	Redonda
Distrito ng Salyan	Salyan District, Azerbaijan
Distrito ng Jabrayil	Jabrayil District
Distrito ng Dashkasan	Dashkasan District
Distrito ng Gobustan	Gobustan District
Distrito ng Kalbajar	Kalbajar District
Arfacsad	Arpachshad
Talaan ng mga magasing manga	List of manga magazines
Thoiry, Ain	Thoiry, Ain
Rodrigo Duterte	Rodrigo Duterte
Shun Oguri	Shun Oguri
John Tenniel	John Tenniel
Of Mice and Men	Of Mice and Men
Great Teacher Onizuka	Great Teacher Onizuka
Lalawigan ng Biskra	Biskra Province
John Astin	John Astin
Distrito ng Yevlakh	Yevlakh District
Billy Elliot	Billy Elliot
999 Zachia	999 Zachia
Elizabeth Ann Seton	Elizabeth Ann Seton
Sobekhotep III	Sobekhotep III
Osorkon II	Osorkon II
Tefnakht	Tefnakht
Obserbatoryo ng La Silla	La Silla Observatory
Teoriyang pampanitikan	Literary theory
Ambrosio Rianzares Bautista	Ambrosio Rianzares Bautista
Ambrosio Padilla	Ambrosio Padilla
The Script	The Script
Yuka Onishi	Yuka Onishi
Miguel Flaño	Miguel Flaño
Lungsod ng Iloilo	Iloilo City
Aklat ni Mormon	Book of Mormon
Patricia Morison	Patricia Morison
Panahong Kofun	Kofun period
Pat Quinn	Pat Quinn (politician)
That's So Raven	That's So Raven
Benjamin	Benjamin
Lorraine Toussaint	Lorraine Toussaint
Hadano, Kanagawa	Hadano, Kanagawa
Naruto, Tokushima	Naruto, Tokushima
Iga, Mie	Iga, Mie
Matsusaka, Mie	Matsusaka, Mie
Marugame, Kagawa	Marugame, Kagawa
Imabari, Ehime	Imabari, Ehime
Dana	Dana (South Korean singer)
Panlabas na utang	External debt
Doppelganger	Doppelgänger
Isdang bughaw	Bluefish
Queen Seon Deok	Queen Seondeok (TV series)
Hellboy (Pelikula)	Hellboy (film)
Obserbatoryo ng Lick	Lick Observatory
Heterokont	Heterokont
Amen	Amen (disambiguation)
Pearl Bailey	Pearl Bailey
Amenemhet VI	Amenemhet VI
Mesozoa	Mesozoa
Amenemope (paraon)	Amenemope (pharaoh)
Michel Leiris	Michel Leiris
Thézillieu	Thézillieu
Cape Coral, Florida	Cape Coral, Florida
Lakewood, Colorado	Lakewood, Colorado
Autolycus (komiks)	Autolycus
Sault Ste. Marie, Ontario	Sault Ste. Marie, Ontario
Handa, Aichi	Handa, Aichi
Enkidu	Enkidu
Stand and Sing of Zambia, Proud and Free	Stand and Sing of Zambia, Proud and Free
American Canyon, California	American Canyon, California
229 Adelinda	229 Adelinda
Teresa Teng	Teresa Teng
Emperador Chōkei	Emperor Chōkei
Osamu Takizawa	Osamu Takizawa
Dio Kobayashi	Dio Kobayashi
Melchora Aquino	Melchora Aquino
Atefeh Sahāleh	Atefeh Sahaaleh
Daniella Monet	Daniella Monet
Amy Grant	Amy Grant
The Host (nobela)	The Host (novel)
Diana DeGarmo	Diana DeGarmo
Neferkasokar	Neferkasokar
Margarito Teves	Margarito Teves
Saburo Ishikura	Saburo Ishikura
Emperador Horikawa	Emperor Horikawa
Jim Croce	Jim Croce
Bill Finger	Bill Finger
Pierre Cauchon	Pierre Cauchon
Datu Andal Ampatuan, Jr.	Andal Ampatuan, Jr.
Chuan Leekpai	Chuan Leekpai
Porcio Festo	Porcius Festus
DeMarcus Cousins	DeMarcus Cousins
Stephen Root	Stephen Root
Javier Gómez	Francisco Javier Gómez Noya
Raul M. Gonzalez	Raul M. Gonzalez
Gabriela Silang	Gabriela Silang
Andal Ampatuan, Sr.	Andal Ampatuan, Sr.
Takehito Koyasu	Takehito Koyasu
Justin Henry	Justin Henry
Charice	Charice Pempengco
O.J. Mayo	O. J. Mayo
Ruffa Gutierrez	Ruffa Gutierrez
San Swithun	Swithun
Don Adams	Don Adams
Kim So Yun	Kim So-yeon
Eid al-Fitr	Eid al-Fitr
Shin Saimdang	Shin Saimdang
Hwang Jini	Hwang Jini
Heo Chohui	Heo Nanseolheon
Shin Min-a	Shin Min-a
Kim Tae Hee	Kim Tae-hee
Kim Hee Sun	Kim Hee-sun
Xu Wei Lun	Beatrice Hsu
Kim Sa Rang	Kim Sa-rang (actress)
Richard S. Castellano	Richard S. Castellano
Najran	Najran Region
Journey	Journey (band)
Kabighaniang seksuwal	Sexual attraction
Santa Alfonsa	Saint Alphonsa
San Onofre	Onuphrius
Paliparang Chopin ng Warsaw	Warsaw Chopin Airport
Susanne Blakeslee	Susanne Blakeslee
Nozomi Sasaki	Nozomi Sasaki (model)
Barbie Hsu	Barbie Hsu
Bangus	Milkfish
Yoon Jeong-hee	Yoon Jeong-hee
Yoshiko Tanaka	Yoshiko Tanaka
Sonim	Sonim (singer)
Rimi Natsukawa	Rimi Natsukawa
Sungnyemun	Namdaemun
Kasaysayan ng teknolohiya	History of technology
Thelma Aoyama	Thelma Aoyama
Robert Guillaume	Robert Guillaume
Kongkretong tinigatig	Prestressed concrete
